"epidermal","mesophyll group 1","mesophyll group 2","mesophyll group 3","bundle sheath","vascular","companion","sieve","myrosinase"
"AT1G67630",0,0,0,-3,0,0,0,3,0
"AT1G68220",0,0,0,-3,0,0,0,0,0
"AT1G68890",0,0,0,-3,0,0,0,0,0
"AT1G69620",0,0,0,3,0,0,0,-3,0
"AT1G69770",0,0,0,-3,0,0,0,3,0
"AT1G71430",0,0,0,3,0,0,0,0,0
"AT1G71830",0,0,0,3,0,0,0,0,0
"AT1G72040",0,0,0,-3,0,0,0,0,0
"AT1G72050",0,0,0,3,0,0,0,0,0
"AT1G72090",0,0,0,3,0,0,0,0,0
"AT1G72250",0,0,0,3,0,0,0,0,0
"AT1G72730",0,0,0,3,0,0,0,0,0
"AT1G74060",0,0,0,-3,0,0,0,0,0
"AT1G74260",0,0,0,-3,0,0,0,0,0
"AT1G74970",0,0,0,-3,0,0,0,0,0
"AT1G75330",0,0,0,3,0,0,0,0,0
"AT1G75710",0,0,0,3,0,0,0,0,0
"AT1G76880",0,0,0,3,0,0,0,0,0
"AT1G78580",0,0,0,-3,0,0,0,0,0
"AT1G78770",0,0,0,3,0,0,0,3,0
"AT1G79560",0,0,0,-3,0,0,0,0,0
"AT1G79850",0,0,0,-3,0,0,0,0,0
"AT1G79910",0,0,0,3,0,0,0,0,0
"AT1G80280",0,0,0,3,0,0,0,0,0
"AT1G80480",0,0,0,-3,0,0,0,0,0
"AT1G80560",0,0,0,3,0,0,0,0,0
"AT1G80640",0,0,0,3,0,0,0,0,0
"AT1G80710",0,0,0,3,0,0,0,0,0
"AT2G01890",0,0,0,3,0,0,0,0,0
"AT2G01950",0,0,0,3,0,0,0,0,0
"AT2G02500",0,0,0,-3,0,0,0,0,0
"AT2G02810",0,0,0,3,0,0,0,0,0
"AT2G03050",0,0,0,3,0,0,0,0,0
"AT2G04030",0,0,0,3,0,0,0,0,0
"AT2G04360",0,0,0,-3,0,0,0,0,0
"AT2G04390",0,0,0,3,0,0,0,0,0
"AT2G04530",0,0,0,3,0,0,0,0,0
"AT2G04570",0,0,0,3,0,0,0,0,0
"AT2G05810",0,0,0,3,0,0,0,0,0
"AT2G05914",0,0,0,3,0,0,0,0,0
"AT2G05990",0,0,0,-3,0,0,0,0,0
"AT2G06040",0,0,0,3,0,0,0,0,0
"AT2G13820",0,0,0,-3,0,0,0,3,0
"AT2G14880",0,0,0,-3,0,0,0,0,0
"AT2G16440",0,0,0,3,0,0,0,0,0
"AT2G16630",0,0,0,3,0,0,0,0,0
"AT2G16780",0,0,0,3,0,0,0,0,0
"AT2G16850",0,0,0,3,0,0,0,-3,0
"AT2G17033",0,0,0,3,0,0,0,0,0
"AT2G17470",0,0,0,3,0,0,0,0,0
"AT2G17972",0,0,0,3,0,0,0,0,0
"AT2G18940",0,0,0,-3,0,0,0,0,0
"AT2G19520",0,0,0,3,0,0,0,0,0
"AT2G19730",0,0,0,3,0,0,0,0,0
"AT2G20490",0,0,0,3,0,0,0,0,0
"AT2G20890",0,0,0,-3,0,0,0,0,0
"AT2G20980",0,0,0,3,0,0,0,0,0
"AT2G21370",0,0,0,-3,0,0,0,0,0
"AT2G21385",0,0,0,-3,0,0,0,0,0
"AT2G21590",0,0,0,3,0,0,0,0,0
"AT2G21710",0,0,0,3,0,0,0,0,0
"AT2G21790",0,0,0,3,0,0,0,0,0
"AT2G22230",0,0,0,-3,0,0,0,0,0
"AT2G22610",0,0,0,3,0,0,0,0,0
"AT2G24060",0,0,0,-3,0,0,0,0,0
"AT2G24090",0,0,0,-3,0,0,0,0,0
"AT2G24490",0,0,0,3,0,0,0,0,0
"AT2G24970",0,0,0,3,0,0,0,0,0
"AT2G25830",0,0,0,-3,0,0,0,0,0
"AT2G26260",0,0,0,3,0,0,0,0,0
"AT2G26270",0,0,0,3,0,0,0,0,0
"AT2G26760",0,0,0,3,0,0,0,0,0
"AT2G27530",0,0,0,3,0,0,0,0,0
"AT2G27720",0,0,0,3,0,0,0,-3,0
"AT2G27970",0,0,0,3,0,0,0,0,0
"AT2G28000",0,0,0,3,0,0,0,0,0
"AT2G28605",0,0,0,3,0,0,0,0,0
"AT2G28740",0,0,0,3,0,0,0,0,0
"AT2G28870",0,0,0,3,0,0,0,0,0
"AT2G29890",0,0,0,3,0,0,0,0,0
"AT2G30695",0,0,0,3,0,0,0,0,0
"AT2G31170",0,0,0,-3,0,0,0,0,0
"AT2G31270",0,0,0,3,0,0,0,0,0
"AT2G32230",0,0,0,-3,0,0,0,0,0
"AT2G32550",0,0,0,3,0,0,0,0,0
"AT2G33180",0,0,0,3,0,0,0,0,0
"AT2G33450",0,0,0,-3,0,0,0,0,0
"AT2G34050",0,0,0,3,0,0,0,0,0
"AT2G34640",0,0,0,3,0,0,0,0,0
"AT2G35500",0,0,0,-3,0,0,0,0,0
"AT2G35750",0,0,0,3,0,0,0,0,0
"AT2G36160",0,0,0,3,0,0,0,-3,0
"AT2G36570",0,0,0,3,0,0,0,0,0
"AT2G36990",0,0,0,3,0,0,0,0,0
"AT2G37020",0,0,0,-3,0,0,0,0,0
"AT2G37190",0,0,0,3,0,0,0,0,0
"AT2G37220",0,0,0,-3,0,0,0,0,0
"AT2G37300",0,0,0,3,0,0,0,0,0
"AT2G37560",0,0,0,3,0,0,0,0,0
"AT2G37660",0,0,0,-3,0,0,0,0,0
"AT2G37960",0,0,0,3,0,0,0,0,0
"AT2G38270",0,0,0,3,0,0,0,0,0
"AT2G38550",0,0,0,3,0,0,0,0,0
"AT2G38810",0,0,0,-3,0,0,0,3,0
"AT2G39080",0,0,0,-3,0,0,0,0,0
"AT2G39290",0,0,0,-3,0,0,0,0,0
"AT2G39670",0,0,0,-3,0,0,0,0,0
"AT2G39675",0,0,0,3,0,0,0,0,0
"AT2G40550",0,0,0,3,0,0,0,0,0
"AT2G40690",0,0,0,3,0,0,0,0,0
"AT2G41310",0,0,0,3,0,0,0,0,0
"AT2G41680",0,0,0,-3,0,0,0,0,0
"AT2G41720",0,0,0,3,0,0,0,0,0
"AT2G42070",0,0,0,-3,0,0,0,0,0
"AT2G42130",0,0,0,-3,0,0,0,0,0
"AT2G42740",0,0,0,3,0,0,0,-3,0
"AT2G43090",0,0,0,3,0,0,0,0,0
"AT2G43360",0,0,0,3,0,0,0,0,0
"AT2G43800",0,0,0,3,0,0,0,0,0
"AT2G44040",0,0,0,3,0,0,0,-3,0
"AT2G44050",0,0,0,3,0,0,0,0,0
"AT2G44580",0,0,0,3,0,0,0,3,0
"AT2G44640",0,0,0,-3,0,0,0,0,0
"AT2G45270",0,0,0,-3,0,0,0,0,0
"AT2G47630",0,0,0,3,0,0,0,-3,0
"AT3G01370",0,0,0,3,0,0,0,0,0
"AT3G01480",0,0,0,-3,0,0,0,0,0
"AT3G02030",0,0,0,-3,0,0,0,0,0
"AT3G02200",0,0,0,3,0,0,0,-3,0
"AT3G02560",0,0,0,3,0,0,0,-3,0
"AT3G02820",0,0,0,3,0,0,0,0,0
"AT3G02920",0,0,0,3,0,0,0,0,0
"AT3G03090",0,0,0,-3,0,0,0,0,0
"AT3G03630",0,0,0,3,0,0,0,0,0
"AT3G03680",0,0,0,3,0,0,0,0,0
"AT3G04340",0,0,0,-3,0,0,0,0,0
"AT3G05480",0,0,0,3,0,0,0,0,0
"AT3G05740",0,0,0,3,0,0,0,0,0
"AT3G06980",0,0,0,-3,0,0,0,0,0
"AT3G07210",0,0,0,3,0,0,0,0,0
"AT3G07215",0,0,0,3,0,0,0,0,0
"AT3G07670",0,0,0,-3,0,0,0,0,0
"AT3G08770",0,0,0,3,0,0,0,0,0
"AT3G09200",0,0,0,3,0,0,0,-3,0
"AT3G09500",0,0,0,3,0,0,0,-3,0
"AT3G09670",0,0,0,-3,0,0,0,0,0
"AT3G10570",0,0,0,3,0,0,0,0,0
"AT3G11400",0,0,0,-3,0,0,0,0,0
"AT3G11940",0,0,0,3,0,0,0,-3,0
"AT3G12080",0,0,0,3,0,0,0,0,0
"AT3G12170",0,0,0,3,0,0,0,0,0
"AT3G12210",0,0,0,3,0,0,0,0,0
"AT3G12670",0,0,0,3,0,0,0,0,0
"AT3G12685",0,0,0,-3,0,0,0,0,0
"AT3G13120",0,0,0,-3,0,0,0,0,0
"AT3G13180",0,0,0,-3,0,0,0,0,0
"AT3G13350",0,0,0,3,0,0,0,0,0
"AT3G14220",0,0,0,3,0,0,0,0,0
"AT3G14740",0,0,0,3,0,0,0,0,0
"AT3G14760",0,0,0,3,0,0,0,0,0
"AT3G14890",0,0,0,3,0,0,0,0,0
"AT3G14930",0,0,0,3,0,0,0,0,0
"AT3G15520",0,0,0,-3,0,0,0,0,0
"AT3G15680",0,0,0,3,0,0,0,-3,0
"AT3G16250",0,0,0,-3,0,0,0,0,0
"AT3G16290",0,0,0,-3,0,0,0,0,0
"AT3G16730",0,0,0,3,0,0,0,0,0
"AT3G17340",0,0,0,-3,0,0,0,0,0
"AT3G17840",0,0,0,-3,0,0,0,0,0
"AT3G18524",0,0,0,3,0,0,0,0,0
"AT3G18680",0,0,0,-3,0,0,0,0,0
"AT3G18850",0,0,0,3,0,0,0,0,0
"AT3G18930",0,0,0,3,0,0,0,0,0
"AT3G18980",0,0,0,3,0,0,0,0,0
"AT3G20015",0,0,0,3,0,0,0,0,0
"AT3G20260",0,0,0,3,0,0,0,0,0
"AT3G20320",0,0,0,-3,0,0,0,0,0
"AT3G20670",0,0,0,3,0,0,0,0,0
"AT3G21110",0,0,0,-3,0,0,0,0,0
"AT3G21480",0,0,0,3,0,0,0,0,0
"AT3G21560",0,0,0,3,0,0,0,0,0
"AT3G22120",0,0,0,3,0,0,0,0,0
"AT3G23740",0,0,0,3,0,0,0,0,0
"AT3G23890",0,0,0,3,0,0,0,3,0
"AT3G24430",0,0,0,-3,0,0,0,0,0
"AT3G24495",0,0,0,3,0,0,0,0,0
"AT3G25410",0,0,0,3,0,0,0,0,0
"AT3G25470",0,0,0,3,0,0,0,0,0
"AT3G25480",0,0,0,-3,0,0,0,0,0
"AT3G25660",0,0,0,-3,0,0,0,0,0
"AT3G25680",0,0,0,3,0,0,0,0,0
"AT3G25920",0,0,0,-3,0,0,0,0,0
"AT3G27060",0,0,0,3,0,0,0,0,0
"AT3G27740",0,0,0,-3,0,0,0,0,0
"AT3G27830",0,0,0,-3,0,0,0,0,0
"AT3G27850",0,0,0,-3,0,0,0,0,0
"AT3G28460",0,0,0,-3,0,0,0,0,0
"AT3G42660",0,0,0,3,0,0,0,0,0
"AT3G43210",0,0,0,3,0,0,0,0,0
"AT3G43590",0,0,0,3,0,0,0,0,0
"AT3G44160",0,0,0,-3,0,0,0,0,0
"AT3G44740",0,0,0,3,0,0,0,0,0
"AT3G44890",0,0,0,-3,0,0,0,0,0
"AT3G45930",0,0,0,3,0,0,0,0,0
"AT3G46320",0,0,0,3,0,0,0,0,0
"AT3G46940",0,0,0,3,0,0,0,0,0
"AT3G47650",0,0,0,-3,0,0,0,0,0
"AT3G48160",0,0,0,3,0,0,0,0,0
"AT3G48425",0,0,0,3,0,0,0,0,0
"AT3G48730",0,0,0,-3,0,0,0,0,0
"AT3G51470",0,0,0,3,0,0,0,0,0
"AT3G52115",0,0,0,3,0,0,0,0,0
"AT3G52150",0,0,0,-3,0,0,0,0,0
"AT3G52630",0,0,0,3,0,0,0,0,0
"AT3G52900",0,0,0,3,0,0,0,0,0
"AT3G53130",0,0,0,-3,0,0,0,0,0
"AT3G53190",0,0,0,3,0,0,0,0,0
"AT3G53320",0,0,0,3,0,0,0,0,0
"AT3G53560",0,0,0,-3,0,0,0,0,0
"AT3G53850",0,0,0,3,0,0,0,0,0
"AT3G53870",0,0,0,-3,0,0,0,0,0
"AT3G53900",0,0,0,-3,0,0,0,0,0
"AT3G54090",0,0,0,3,0,0,0,0,0
"AT3G54210",0,0,0,-3,0,0,0,0,0
"AT3G54560",0,0,0,-3,0,0,0,3,0
"AT3G54710",0,0,0,3,0,0,0,0,0
"AT3G54820",0,0,0,3,0,0,0,0,0
"AT3G55160",0,0,0,-3,0,0,0,0,0
"AT3G55400",0,0,0,-3,0,0,0,0,0
"AT3G56270",0,0,0,3,0,0,0,0,0
"AT3G56870",0,0,0,3,0,0,0,0,0
"AT3G57060",0,0,0,3,0,0,0,0,0
"AT3G58610",0,0,0,-3,0,0,0,0,0
"AT3G59100",0,0,0,3,0,0,0,-3,0
"AT3G59550",0,0,0,3,0,0,0,0,0
"AT3G59890",0,0,0,3,0,0,0,0,0
"AT3G60960",0,0,0,3,0,0,0,0,0
"AT3G61150",0,0,0,3,0,0,0,0,0
"AT3G61650",0,0,0,3,0,0,0,0,0
"AT3G62530",0,0,0,3,0,0,0,0,0
"AT3G62820",0,0,0,3,0,0,0,0,0
"AT3G62910",0,0,0,-3,0,0,0,0,0
"AT3G63300",0,0,0,3,0,0,0,0,0
"AT3G63490",0,0,0,-3,0,0,0,0,0
"AT3G63510",0,0,0,-3,0,0,0,0,0
"AT4G00650",0,0,0,3,0,0,0,0,0
"AT4G01050",0,0,0,-3,0,0,0,0,0
"AT4G01270",0,0,0,3,0,0,0,0,0
"AT4G01310",0,0,0,-3,0,0,0,0,0
"AT4G01670",0,0,0,3,0,0,0,0,0
"AT4G02060",0,0,0,3,0,0,0,0,0
"AT4G02110",0,0,0,3,0,0,0,0,0
"AT4G02790",0,0,0,-3,0,0,0,0,0
"AT4G02850",0,0,0,3,0,0,0,0,0
"AT4G03090",0,0,0,3,0,0,0,0,0
"AT4G03330",0,0,0,3,0,0,0,0,0
"AT4G04350",0,0,0,-3,0,0,0,0,0
"AT4G04450",0,0,0,3,0,0,0,0,0
"AT4G09040",0,0,0,-3,0,0,0,0,0
"AT4G09500",0,0,0,3,0,0,0,0,0
"AT4G10090",0,0,0,3,0,0,0,0,0
"AT4G12060",0,0,0,-3,0,0,0,0,0
"AT4G12620",0,0,0,3,0,0,0,0,0
"AT4G13690",0,0,0,3,0,0,0,0,0
"AT4G14120",0,0,0,3,0,0,0,0,0
"AT4G14200",0,0,0,3,0,0,0,0,0
"AT4G14310",0,0,0,3,0,0,0,0,0
"AT4G15110",0,0,0,-3,0,0,0,0,0
"AT4G17560",0,0,0,-3,0,0,0,0,0
"AT4G17610",0,0,0,3,0,0,0,0,0
"AT4G17740",0,0,0,-3,0,0,0,0,0
"AT4G18480",0,0,0,-3,0,0,0,0,0
"AT4G20325",0,0,0,3,0,0,0,0,0
"AT4G20430",0,0,0,3,0,0,0,0,0
"AT4G20960",0,0,0,-3,0,0,0,0,0
"AT4G21770",0,0,0,-3,0,0,0,0,0
"AT4G21820",0,0,0,3,0,0,0,0,0
"AT4G22970",0,0,0,3,0,0,0,0,0
"AT4G23940",0,0,0,-3,0,0,0,0,0
"AT4G24175",0,0,0,3,0,0,0,-3,0
"AT4G24770",0,0,0,-3,0,0,0,0,0
"AT4G26300",0,0,0,-3,0,0,0,0,0
"AT4G26670",0,0,0,3,0,0,0,0,0
"AT4G26960",0,0,0,3,0,0,0,0,0
"AT4G27700",0,0,0,-3,0,0,0,0,0
"AT4G28210",0,0,0,-3,0,0,0,0,0
"AT4G28310",0,0,0,3,0,0,0,0,0
"AT4G28780",0,0,0,3,0,0,0,0,0
"AT4G29060",0,0,0,-3,0,0,0,0,0
"AT4G29360",0,0,0,3,0,0,0,0,0
"AT4G30520",0,0,0,3,0,0,0,0,0
"AT4G30580",0,0,0,3,0,0,0,0,0
"AT4G30620",0,0,0,-3,0,0,0,0,0
"AT4G30760",0,0,0,3,0,0,0,0,0
"AT4G31040",0,0,0,-3,0,0,0,0,0
"AT4G31590",0,0,0,-3,0,0,0,0,0
"AT4G32900",0,0,0,-3,0,0,0,0,0
"AT4G32915",0,0,0,-3,0,0,0,0,0
"AT4G33680",0,0,0,-3,0,0,0,0,0
"AT4G33760",0,0,0,-3,0,0,0,0,0
"AT4G34090",0,0,0,-3,0,0,0,0,0
"AT4G34290",0,0,0,3,0,0,0,0,0
"AT4G34555",0,0,0,3,0,0,0,0,0
"AT4G34670",0,0,0,3,0,0,0,-3,0
"AT4G35030",0,0,0,3,0,0,0,0,0
"AT4G35550",0,0,0,3,0,0,0,0,0
"AT4G35880",0,0,0,-3,0,0,0,0,0
"AT4G36180",0,0,0,3,0,0,0,0,0
"AT4G36360",0,0,0,-3,0,0,0,0,0
"AT4G36390",0,0,0,-3,0,0,0,0,0
"AT4G36970",0,0,0,3,0,0,0,0,0
"AT4G37040",0,0,0,-3,0,0,0,0,0
"AT4G37110",0,0,0,3,0,0,0,0,0
"AT4G37750",0,0,0,3,0,0,0,0,0
"AT4G37920",0,0,0,-3,0,0,0,0,0
"AT4G38552",0,0,0,-3,0,0,0,0,0
"AT4G39010",0,0,0,3,0,0,0,0,0
"AT4G39330",0,0,0,3,0,0,0,0,0
"AT4G39460",0,0,0,-3,0,0,0,0,0
"AT5G01590",0,0,0,-3,0,0,0,0,0
"AT5G01890",0,0,0,-3,0,0,0,0,0
"AT5G02820",0,0,0,-3,0,0,0,3,0
"AT5G02890",0,0,0,3,0,0,0,0,0
"AT5G05740",0,0,0,-3,0,0,0,0,0
"AT5G05990",0,0,0,3,0,0,0,0,0
"AT5G06000",0,0,0,3,0,0,0,0,0
"AT5G06290",0,0,0,-3,0,0,0,0,0
"AT5G07030",0,0,0,3,0,0,0,0,0
"AT5G08020",0,0,0,3,0,0,0,0,0
"AT5G08650",0,0,0,3,0,0,0,0,0
"AT5G09650",0,0,0,-3,0,0,0,0,0
"AT5G10390",0,0,0,3,0,0,0,0,0
"AT5G10690",0,0,0,-3,0,0,0,0,0
"AT5G11450",0,0,0,-3,0,0,0,0,0
"AT5G11480",0,0,0,-3,0,0,0,0,0
"AT5G13060",0,0,0,3,0,0,0,0,0
"AT5G13280",0,0,0,3,0,0,0,0,0
"AT5G13880",0,0,0,3,0,0,0,0,0
"AT5G14320",0,0,0,-3,0,0,0,0,0
"AT5G14660",0,0,0,3,0,0,0,0,0
"AT5G14800",0,0,0,3,0,0,0,0,0
"AT5G15200",0,0,0,3,0,0,0,-3,0
"AT5G16620",0,0,0,-3,0,0,0,0,0
"AT5G16715",0,0,0,-3,0,0,0,0,0
"AT5G18570",0,0,0,-3,0,0,0,0,0
"AT5G18660",0,0,0,-3,0,0,0,0,0
"AT5G18960",0,0,0,-3,0,0,0,0,0
"AT5G19210",0,0,0,3,0,0,0,0,0
"AT5G19730",0,0,0,3,0,0,0,0,0
"AT5G19750",0,0,0,3,0,0,0,0,0
"AT5G20630",0,0,0,3,0,0,0,0,0
"AT5G20720",0,0,0,-3,0,0,0,0,0
"AT5G22110",0,0,0,3,0,0,0,0,0
"AT5G22740",0,0,0,3,0,0,0,0,0
"AT5G22880",0,0,0,3,0,0,0,0,0
"AT5G23040",0,0,0,3,0,0,0,0,0
"AT5G23310",0,0,0,3,0,0,0,0,0
"AT5G23420",0,0,0,-3,0,0,0,3,0
"AT5G24000",0,0,0,3,0,0,0,0,0
"AT5G24330",0,0,0,3,0,0,0,0,0
"AT5G24690",0,0,0,-3,0,0,0,0,0
"AT5G28500",0,0,0,-3,0,0,0,0,0
"AT5G35220",0,0,0,-3,0,0,0,0,0
"AT5G35360",0,0,0,3,0,0,0,0,0
"AT5G37072",0,0,0,3,0,0,0,0,0
"AT5G37630",0,0,0,3,0,0,0,0,0
"AT5G41520",0,0,0,3,0,0,0,-3,0
"AT5G41880",0,0,0,3,0,0,0,0,0
"AT5G41970",0,0,0,3,0,0,0,0,0
"AT5G42480",0,0,0,-3,0,0,0,0,0
"AT5G43080",0,0,0,3,0,0,0,0,0
"AT5G44635",0,0,0,3,0,0,0,0,0
"AT5G45400",0,0,0,3,0,0,0,0,0
"AT5G46280",0,0,0,3,0,0,0,0,0
"AT5G46420",0,0,0,-3,0,0,0,0,0
"AT5G46580",0,0,0,3,0,0,0,0,0
"AT5G47190",0,0,0,-3,0,0,0,0,0
"AT5G47500",0,0,0,3,0,0,0,0,0
"AT5G47920",0,0,0,3,0,0,0,0,0
"AT5G49030",0,0,0,-3,0,0,0,0,0
"AT5G49160",0,0,0,-3,0,0,0,3,0
"AT5G49560",0,0,0,3,0,0,0,0,0
"AT5G51560",0,0,0,3,0,0,0,0,0
"AT5G51750",0,0,0,3,0,0,0,0,0
"AT5G52520",0,0,0,-3,0,0,0,0,0
"AT5G52950",0,0,0,3,0,0,0,0,0
"AT5G53090",0,0,0,3,0,0,0,0,0
"AT5G54970",0,0,0,3,0,0,0,0,0
"AT5G55220",0,0,0,-3,0,0,0,0,0
"AT5G55280",0,0,0,-3,0,0,0,0,0
"AT5G55480",0,0,0,3,0,0,0,3,0
"AT5G55730",0,0,0,3,0,0,0,3,0
"AT5G57970",0,0,0,-3,0,0,0,0,0
"AT5G58250",0,0,0,-3,0,0,0,0,0
"AT5G58480",0,0,0,3,0,0,0,0,0
"AT5G59870",0,0,0,3,0,0,0,-3,0
"AT5G59970",0,0,0,3,0,0,0,0,0
"AT5G61000",0,0,0,3,0,0,0,0,0
"AT5G62190",0,0,0,3,0,0,0,0,0
"AT5G62380",0,0,0,3,0,0,0,0,0
"AT5G62410",0,0,0,3,0,0,0,0,0
"AT5G62430",0,0,0,3,0,0,0,0,0
"AT5G62640",0,0,0,3,0,0,0,0,0
"AT5G62710",0,0,0,-3,0,0,0,0,0
"AT5G63050",0,0,0,-3,0,0,0,0,0
"AT5G63310",0,0,0,-3,0,0,0,0,0
"AT5G63960",0,0,0,3,0,0,0,0,0
"AT5G64050",0,0,0,-3,0,0,0,0,0
"AT5G64580",0,0,0,-3,0,0,0,0,0
"AT5G64630",0,0,0,3,0,0,0,0,0
"AT5G65220",0,0,0,3,0,0,0,-3,0
"AT5G65360",0,0,0,3,0,0,0,3,0
"AT5G65640",0,0,0,3,0,0,0,0,0
"AT5G65860",0,0,0,3,0,0,0,0,0
"AT5G66310",0,0,0,3,0,0,0,0,0
"AT5G66470",0,0,0,-3,0,0,0,0,0
"AT5G66520",0,0,0,-3,0,0,0,0,0
"AT5G66750",0,0,0,3,0,0,0,3,0
"AT5G67070",0,0,0,3,0,0,0,0,0
"AT5G67100",0,0,0,3,0,0,0,0,0
"ATCG00170",0,0,0,3,0,0,0,0,0
"ATCG00190",0,0,0,3,0,0,0,0,0
"ATCG01100",0,0,0,3,0,0,0,0,0
"ATCG01110",0,0,0,3,0,0,0,0,0
"ATCG01120",0,0,0,3,0,0,0,0,0
"ATCG01130",0,0,0,3,0,0,0,-3,0
"AT1G47670",0,0,0,0,0,0,0,3,0
"AT2G13610",0,0,0,0,0,0,0,3,0
"AT2G21140",0,0,0,0,0,0,0,3,0
"AT2G29570",0,0,0,0,0,0,0,3,0
"AT2G32590",0,0,0,0,0,0,0,3,0
"AT2G36200",0,0,0,0,0,0,0,3,0
"AT3G02110",0,0,0,0,0,0,0,3,0
"AT3G14570",0,0,0,0,0,0,0,3,0
"AT3G25100",0,0,0,0,0,0,0,3,0
"AT4G14770",0,0,0,0,0,0,0,3,0
"AT4G34160",0,0,0,0,0,0,0,3,0
"AT4G39200",0,0,0,0,0,0,0,3,0
"AT5G15780",0,0,0,0,0,0,0,3,0
"AT5G35740",0,0,0,0,0,0,0,3,0
"AT5G46880",0,0,0,0,0,0,0,3,0
"AT5G58300",0,0,0,0,0,0,0,-3,0
