Gene	induced	time 
AT3G22640	FALSE	none
AT3G22670	TRUE	day
AT3G22840	TRUE	none
AT3G23000	TRUE	day
AT3G23080	FALSE	none
AT3G23150	FALSE	none
AT3G23160	TRUE	none
AT3G23170	TRUE	day
AT3G23210	TRUE	day
AT3G23300	TRUE	day
AT3G23330	FALSE	day
AT3G23400	TRUE	day
AT3G23410	TRUE	day
AT3G23480;AT3G23470	FALSE	day
AT3G23550	FALSE	none
AT3G23580	TRUE	none
AT3G23710	FALSE	none
AT3G23760	FALSE	none
AT3G23810	TRUE	day
AT3G23820	TRUE	day
AT3G23880	FALSE	day
AT3G23900	FALSE	day
AT3G23920	TRUE	none
AT3G24030	TRUE	none
AT3G24080	TRUE	day
AT3G24120	FALSE	none
AT3G24170	TRUE	none
AT3G24190	TRUE	day
AT3G24315	FALSE	none
AT3G24320	TRUE	day
AT3G24430	TRUE	day
AT3G24450	FALSE	day
AT3G24500	TRUE	night
AT3G24630	FALSE	day
AT3G24810	TRUE	day
AT3G25070	FALSE	none
AT3G25110	TRUE	none
AT3G25140	TRUE	day
AT3G25230	TRUE	none
AT3G25410	TRUE	day
AT3G25560	TRUE	none
AT3G25760;AT3G25770	TRUE	day
AT3G25890	TRUE	day
AT3G25900	FALSE	none
AT3G25910;AT3G25920	FALSE	none
AT3G25980	FALSE	day
AT3G26030	FALSE	none
AT3G26200	FALSE	night
AT3G26210	FALSE	none
AT3G26220	FALSE	day
AT3G26230	FALSE	none
AT3G26250;AT3G26240	FALSE	day
AT3G26290	TRUE	day
AT3G26310	TRUE	day
AT3G26420;AT3G26430	TRUE	none
AT3G26450	TRUE	none
AT3G26510	FALSE	day
AT3G26570	TRUE	day
AT3G26590	TRUE	day
AT3G26690	FALSE	none
AT3G26810	FALSE	night
AT3G26960	TRUE	none
AT3G27080	TRUE	day
AT3G27170	TRUE	day
AT3G27210	TRUE	day
AT3G27220	TRUE	none
AT3G27320	TRUE	day
AT3G27350	TRUE	none
AT3G27360	FALSE	day
AT3G27420	FALSE	none
AT3G27470	TRUE	day
AT3G27540	TRUE	day
AT3G27690	TRUE	night
AT3G27770	FALSE	none
AT3G27925	TRUE	day
AT3G28040	TRUE	day
AT3G28080	TRUE	day
AT3G28220	TRUE	none
AT3G28270	TRUE	day
AT3G28670	TRUE	day
AT3G28730	FALSE	none
AT3G28740	FALSE	none
AT3G28910	FALSE	none
AT3G28920	TRUE	day
AT3G29030	TRUE	day
AT3G29035	FALSE	none
AT3G29200	TRUE	none
AT3G29240	FALSE	none
AT3G29360	TRUE	none
AT3G29370	FALSE	day
AT3G29575	TRUE	night
AT3G29810	FALSE	none
AT3G30460	TRUE	none
AT3G30775	FALSE	none
AT3G42790	FALSE	none
AT3G42800	FALSE	none
AT3G43230	FALSE	none
AT3G43600	TRUE	day
AT3G43720	TRUE	day
AT3G43800	TRUE	none
AT3G44020	TRUE	day
AT3G44100	TRUE	none
AT3G44380	TRUE	day
AT3G44430	TRUE	day
AT3G44450	TRUE	day
AT3G44610	FALSE	day
AT3G44720	TRUE	day
AT3G44735	TRUE	day
AT3G44850	TRUE	day
AT3G44860;AT3G44870	TRUE	day
AT3G44990	TRUE	none
AT3G45010	TRUE	none
AT3G45090	TRUE	none
AT3G45100	FALSE	none
AT3G45140	TRUE	day
AT3G45210	TRUE	day
AT3G45230	TRUE	day
AT3G45260	FALSE	none
AT3G45300	FALSE	day
AT3G45730	FALSE	day
AT3G45980;AT3G45970	FALSE	none
AT3G46040	FALSE	none
AT3G46110	TRUE	day
AT3G46130	TRUE	day
AT3G46290	TRUE	day
AT3G46530	TRUE	day
AT3G46540	TRUE	day
AT3G46600	FALSE	none
AT3G46670	TRUE	day
AT3G46690	TRUE	night
AT3G46970	TRUE	day
AT3G47070	TRUE	day
AT3G47160	FALSE	day
AT3G47290;AT3G47220	TRUE	none
AT3G47340	FALSE	night
AT3G47420	TRUE	day
AT3G47430	TRUE	day
AT3G47470	TRUE	night
AT3G47500	TRUE	night
AT3G47560	FALSE	none
AT3G47610	FALSE	none
AT3G47630	FALSE	day
AT3G47640	TRUE	none
AT3G47860	TRUE	day
AT3G47950;AT3G47960	TRUE	day
AT3G48200	TRUE	day
AT3G48250	TRUE	none
AT3G48360	FALSE	day
AT3G48420	TRUE	day
AT3G48460	TRUE	day
AT3G48500	FALSE	day
AT3G48520	TRUE	day
AT3G48530	FALSE	none
AT3G48570	TRUE	day
AT3G48580	FALSE	none
AT3G48610	TRUE	day
AT3G48700	TRUE	none
AT3G48720	TRUE	day
AT3G48780;AT3G48790	FALSE	night
AT3G48860	FALSE	none
AT3G48880	FALSE	day
AT3G48970	FALSE	none
AT3G49160	FALSE	day
AT3G49210	TRUE	day
AT3G49220	TRUE	day
AT3G49240	TRUE	day
AT3G49580	TRUE	day
AT3G49590	FALSE	day
AT3G49620	FALSE	none
AT3G49650	TRUE	day
AT3G49670	TRUE	day
AT3G49720	TRUE	day
AT3G49780	FALSE	day
AT3G49790	FALSE	day
AT3G49940	FALSE	none
AT3G50070	TRUE	day
AT3G50340	TRUE	day
AT3G50480	FALSE	none
AT3G50570	TRUE	none
AT3G50685	TRUE	none
AT3G50700	FALSE	none
AT3G50760	TRUE	day
AT3G50770	FALSE	none
AT3G50910	TRUE	none
AT3G51000	FALSE	day
AT3G51040	FALSE	day
AT3G51110	FALSE	none
AT3G51240	TRUE	day
AT3G51390	FALSE	none
AT3G51400	FALSE	day
AT3G51450	TRUE	day
AT3G51500	FALSE	day
AT3G51530	FALSE	day
AT3G51540	FALSE	day
AT3G51730	FALSE	day
AT3G51750	TRUE	day
AT3G51800	TRUE	day
AT3G51820	TRUE	none
AT3G51840	FALSE	none
AT3G51880	FALSE	none
AT3G51895	TRUE	day
AT3G51920	TRUE	none
AT3G51950	TRUE	day
AT3G52030	FALSE	day
AT3G52070	FALSE	day
AT3G52190	TRUE	day
AT3G52360	TRUE	day
AT3G52370	TRUE	day
AT3G52450	FALSE	night
AT3G52470	TRUE	day
AT3G52480	FALSE	none
AT3G52490	FALSE	none
AT3G52640	TRUE	day
AT3G52720	TRUE	day
AT3G52740	TRUE	day
AT3G52750	TRUE	day
AT3G52800	TRUE	day
AT3G52840	FALSE	none
AT3G52870	TRUE	day
AT3G52940	TRUE	day
AT3G52950	TRUE	day
AT3G53000	TRUE	day
AT3G53250	TRUE	day
AT3G53260	TRUE	none
AT3G53380	FALSE	day
AT3G53420	TRUE	night
AT3G53540;AT3G53530	FALSE	day
AT3G53650	TRUE	day
AT3G53800	FALSE	none
AT3G53950	FALSE	day
AT3G54090	FALSE	day
AT3G54150	FALSE	none
AT3G54200	TRUE	day
AT3G54220	TRUE	day
AT3G54390	TRUE	day
AT3G54400	TRUE	day
AT3G54420	TRUE	day
AT3G54500	TRUE	night
AT3G54510	FALSE	none
AT3G54650	FALSE	day
AT3G54660	TRUE	day
AT3G54690	FALSE	day
AT3G54700;AT2G38940	TRUE	day
AT3G54720	FALSE	none
AT3G54820	TRUE	day
AT3G54850	FALSE	none
AT3G54860	FALSE	none
AT3G54920	FALSE	none
AT3G54950	TRUE	none
AT3G54990	TRUE	day
AT3G55010	TRUE	day
AT3G55080	FALSE	none
AT3G55110	TRUE	day
AT3G55120	TRUE	day
AT3G55130	TRUE	day
AT3G55310;AT3G55290	TRUE	day
AT3G55360	TRUE	day
AT3G55410	TRUE	day
AT3G55420	TRUE	day
AT3G55480	FALSE	none
AT3G55510	TRUE	day
AT3G55600	FALSE	day
AT3G55630	TRUE	day
AT3G55750;AT1G41880	TRUE	none
AT3G55760	TRUE	day
AT3G55950	TRUE	day
AT3G56000	FALSE	none
AT3G56060	TRUE	day
AT3G56080	TRUE	day
AT3G56200	TRUE	day
AT3G56250	FALSE	none
AT3G56260	TRUE	day
AT3G56270	TRUE	none
AT3G56290	TRUE	day
AT3G56300	TRUE	day
AT3G56330	TRUE	day
AT3G56370	TRUE	day
AT3G56590	TRUE	day
AT3G56680	FALSE	night
AT3G56710	TRUE	day
AT3G56930	FALSE	day
AT3G56990	TRUE	day
AT3G57020	TRUE	day
AT3G57150	TRUE	none
AT3G57180	TRUE	none
AT3G57300	FALSE	none
AT3G57420	FALSE	day
AT3G57450	TRUE	day
AT3G57470	FALSE	none
AT3G57480	FALSE	none
AT3G57490	TRUE	day
AT3G57520	FALSE	day
AT3G57540	TRUE	none
AT3G57630	TRUE	day
AT3G57660	TRUE	day
AT3G57770	FALSE	none
AT3G57790	FALSE	none
AT3G57800	FALSE	none
AT3G57830	TRUE	none
AT3G57860	FALSE	none
AT3G57990	TRUE	day
AT3G58070	TRUE	day
AT3G58120	FALSE	none
AT3G58510	TRUE	day
AT3G58530	FALSE	none
AT3G58620	FALSE	none
AT3G58670	FALSE	none
AT3G58750	FALSE	day
AT3G58790	TRUE	day
AT3G58975	FALSE	none
AT3G58990	TRUE	none
AT3G59050	TRUE	day
AT3G59060	TRUE	night
AT3G59080	FALSE	none
AT3G59090	FALSE	none
AT3G59110	FALSE	day
AT3G59140	TRUE	none
AT3G59220	TRUE	day
AT3G59300	TRUE	day
AT3G59350	FALSE	none
AT3G59390	TRUE	day
AT3G59400	TRUE	day
AT3G59550	TRUE	none
AT3G59630	TRUE	day
AT3G59670	TRUE	day
AT3G59680	TRUE	day
AT3G59910	TRUE	day
AT3G59930;AT5G33355	FALSE	day
AT3G59940	FALSE	day
AT3G60080	TRUE	day
AT3G60130	FALSE	none
AT3G60140	FALSE	day
AT3G60180	FALSE	none
AT3G60190	FALSE	none
AT3G60200	FALSE	none
AT3G60250	FALSE	none
AT3G60290	FALSE	none
AT3G60300	FALSE	none
AT3G60320	FALSE	none
AT3G60340	FALSE	day
AT3G60370	FALSE	none
AT3G60390	FALSE	none
AT3G60530	FALSE	none
AT3G60590	FALSE	none
AT3G60600	FALSE	none
AT3G60620	TRUE	day
AT3G60750	TRUE	day
AT3G60970;AT3G60160	TRUE	none
AT3G61060	FALSE	day
AT3G61070	FALSE	day
AT3G61100	FALSE	none
AT3G61130	TRUE	none
AT3G61180	FALSE	none
AT3G61210	FALSE	none
AT3G61220	TRUE	day
AT3G61260	FALSE	none
AT3G61350	FALSE	none
AT3G61380	TRUE	none
AT3G61440	FALSE	none
AT3G61490	TRUE	none
AT3G61550	TRUE	day
AT3G61590	TRUE	day
AT3G61610	TRUE	day
AT3G61690	TRUE	day
AT3G61770	TRUE	day
AT3G61820	TRUE	day
AT3G61870	TRUE	day
AT3G61890	TRUE	night
AT3G61920	TRUE	day
AT3G61950	TRUE	day
AT3G62010	FALSE	none
AT3G62090	FALSE	day
AT3G62110	FALSE	night
AT3G62130	FALSE	none
AT3G62260	TRUE	none
AT3G62420	FALSE	day
AT3G62550	FALSE	day
AT3G62610	TRUE	night
AT3G62650	FALSE	day
AT3G62690	TRUE	none
AT3G62720	FALSE	none
AT3G62770	FALSE	none
AT3G62860	FALSE	none
AT3G62920	FALSE	day
AT3G62930	FALSE	day
AT3G62950	FALSE	day
AT3G62980	FALSE	none
AT3G63110	TRUE	day
AT3G63120	TRUE	day
AT3G63140	TRUE	none
AT3G63170;AT3G63180	TRUE	day
AT3G63200	TRUE	day
AT3G63410	TRUE	none
AT4G00050	TRUE	day
AT4G00110	TRUE	day
AT4G00150	TRUE	day
AT4G00300	FALSE	none
AT4G00330	FALSE	none
AT4G00355	FALSE	day
AT4G00360;AT4G00370	TRUE	day
AT4G00370	TRUE	day
AT4G00430	TRUE	day
AT4G00490	TRUE	none
AT4G00500	TRUE	day
AT4G00560	FALSE	none
AT4G00570	TRUE	day
AT4G00590	FALSE	none
AT4G00630	TRUE	none
AT4G00730	TRUE	day
AT4G00750	FALSE	none
AT4G00755	FALSE	none
AT4G00850	TRUE	day
AT4G00880	TRUE	day
AT4G00895	TRUE	day
AT4G00900	TRUE	day
AT4G00950	FALSE	none
AT4G00955	TRUE	day
AT4G00970	TRUE	day
AT4G01026	FALSE	day
AT4G01070	TRUE	day
AT4G01080	TRUE	day
AT4G01120	FALSE	day
AT4G01250	FALSE	day
AT4G01290	TRUE	day
AT4G01330	FALSE	day
AT4G01410	FALSE	day
AT4G01460	FALSE	none
AT4G01550	TRUE	none
AT4G01575	TRUE	day
AT4G01670;AT4G01660	TRUE	day
AT4G01700	TRUE	day
AT4G01710	FALSE	none
AT4G01950	TRUE	day
AT4G01960	FALSE	none
AT4G02010	TRUE	day
AT4G02130	TRUE	day
AT4G02210	FALSE	day
AT4G02290	TRUE	none
AT4G02380	FALSE	none
AT4G02400	TRUE	none
AT4G02410	TRUE	day
AT4G02420	TRUE	day
AT4G02440	FALSE	none
AT4G02540	FALSE	none
AT4G02610	FALSE	day
AT4G02630	TRUE	day
AT4G02800	FALSE	day
AT4G02820	TRUE	day
AT4G02880	FALSE	none
AT4G02890	TRUE	none
AT4G02920	TRUE	day
AT4G02940	TRUE	day
AT4G03020	TRUE	none
AT4G03060	TRUE	night
AT4G03070	TRUE	day
AT4G03190;AT4G03180	FALSE	day
AT4G03210	FALSE	day
AT4G03260	TRUE	none
AT4G03400	TRUE	day
AT4G03510	FALSE	day
AT4G03560	FALSE	none
AT4G04040	FALSE	none
AT4G04210	TRUE	day
AT4G04570;AT4G04540	TRUE	day
AT4G04610	TRUE	day
AT4G04620	FALSE	day
AT4G04630	FALSE	day
AT4G04750	TRUE	none
AT4G04840	TRUE	day
AT4G04940	TRUE	day
AT4G04955	FALSE	none
AT4G05020	TRUE	day
AT4G05060	FALSE	none
AT4G05070	FALSE	day
AT4G05100	TRUE	none
AT4G05120;AT4G05110	FALSE	none
AT4G05330	FALSE	none
AT4G05410	TRUE	day
AT4G05450	TRUE	day
AT4G05460	FALSE	none
AT4G08110	FALSE	none
AT4G08330	FALSE	none
AT4G08390	TRUE	day
AT4G08470	FALSE	none
AT4G08580;AT5G17900	FALSE	day
AT4G08850	TRUE	day
AT4G08870;AT4G08900	TRUE	none
AT4G08920	FALSE	none
AT4G08950	FALSE	none
AT4G09030	TRUE	day
AT4G09350	TRUE	day
AT4G09460	FALSE	none
AT4G09500	TRUE	day
AT4G09550	FALSE	day
AT4G09650	TRUE	day
AT4G09970	TRUE	none
AT4G09980	TRUE	day
AT4G10040	TRUE	day
AT4G10090	FALSE	none
AT4G10120	TRUE	day
AT4G10300	TRUE	none
AT4G10330	FALSE	day
AT4G10360	TRUE	day
AT4G10770	TRUE	day
AT4G10840	FALSE	day
AT4G10890	FALSE	none
AT4G10910	FALSE	day
AT4G10920	FALSE	day
AT4G10925	FALSE	day
AT4G10955;AT4G10960	TRUE	none
AT4G11240	FALSE	none
AT4G11360	FALSE	day
AT4G11460	FALSE	night
AT4G11570	TRUE	none
AT4G11600	TRUE	day
AT4G11890	TRUE	none
AT4G12000	TRUE	day
AT4G12010	FALSE	none
AT4G12030	TRUE	none
AT4G12130	TRUE	none
AT4G12290;AT4G12280	TRUE	day
AT4G12300	TRUE	day
AT4G12320;AT4G12310	TRUE	day
AT4G12410	TRUE	none
AT4G12420	FALSE	none
AT4G12470	FALSE	night
AT4G12570	FALSE	none
AT4G12690	FALSE	none
AT4G12830	TRUE	day
AT4G12880	TRUE	none
AT4G12910	TRUE	none
AT4G13030	FALSE	none
AT4G13050	TRUE	day
AT4G13100	TRUE	day
AT4G13530	FALSE	day
AT4G13640	FALSE	none
AT4G13710	TRUE	none
AT4G13770	TRUE	day
AT4G13800	TRUE	day
AT4G13810	TRUE	none
AT4G13830	FALSE	none
AT4G13840	TRUE	day
AT4G13920;AT4G13900	TRUE	none
AT4G13930;AT4G13890	TRUE	day
AT4G13940	TRUE	day
AT4G13980	FALSE	none
AT4G14090	TRUE	night
AT4G14110	FALSE	day
AT4G14130	FALSE	day
AT4G14220	TRUE	day
AT4G14230	TRUE	day
AT4G14240	TRUE	day
AT4G14270	FALSE	day
AT4G14330	TRUE	day
AT4G14385	FALSE	none
AT4G14400	TRUE	day
AT4G14440	TRUE	day
AT4G14480	FALSE	none
AT4G14490	FALSE	day
AT4G14500	FALSE	day
AT4G14615	FALSE	none
AT4G14660	FALSE	none
AT4G14680	TRUE	day
AT4G14690	TRUE	none
AT4G14770	TRUE	day
AT4G14930	FALSE	day
AT4G15410	TRUE	none
AT4G15430	TRUE	none
AT4G15440	TRUE	day
AT4G15475	FALSE	none
AT4G15490	TRUE	day
AT4G15520	FALSE	none
AT4G15530	FALSE	day
AT4G15610	FALSE	none
AT4G15630	TRUE	none
AT4G15680	FALSE	day
AT4G15690	FALSE	none
AT4G15700	FALSE	none
AT4G15780	FALSE	none
AT4G15790	TRUE	none
AT4G15800	TRUE	day
AT4G15920	TRUE	day
AT4G16000	FALSE	day
AT4G16140	TRUE	day
AT4G16330	FALSE	day
AT4G16370	TRUE	day
AT4G16410;AT4G16400	TRUE	day
AT4G16447	TRUE	none
AT4G16520	FALSE	day
AT4G16563	TRUE	day
AT4G16680	FALSE	none
AT4G16690	FALSE	day
AT4G16700	TRUE	day
AT4G16750	TRUE	day
AT4G16780	FALSE	day
AT4G16790	TRUE	day
AT4G16860	TRUE	day
AT4G16870	TRUE	day
AT4G16880	TRUE	day
AT4G16890	TRUE	day
AT4G16980	TRUE	day
AT4G17080	FALSE	none
AT4G17090	TRUE	day
AT4G17100	TRUE	none
AT4G17245	FALSE	none
AT4G17340	TRUE	day
AT4G17350	TRUE	day
AT4G17460	FALSE	day
AT4G17486	FALSE	none
AT4G17500	FALSE	day
AT4G17520	TRUE	day
AT4G17550	TRUE	day
AT4G17570	TRUE	day
AT4G17610	FALSE	day
AT4G17650	TRUE	day
AT4G17670	TRUE	day
AT4G17695	TRUE	day
AT4G17720	TRUE	none
AT4G17730	FALSE	none
AT4G17770	TRUE	none
AT4G17840	TRUE	none
AT4G17870	FALSE	night
AT4G17970	TRUE	none
AT4G18010	TRUE	day
AT4G18070	TRUE	day
AT4G18130	TRUE	none
AT4G18270	TRUE	day
AT4G18280	TRUE	day
AT4G18340	FALSE	day
AT4G18390	TRUE	day
AT4G18570	TRUE	day
AT4G18630	TRUE	night
AT4G18710	FALSE	none
AT4G18750	TRUE	none
AT4G18810	TRUE	day
AT4G19120	TRUE	day
AT4G19160	FALSE	none
AT4G19170	TRUE	day
AT4G19380	TRUE	day
AT4G19420	FALSE	none
AT4G19450	TRUE	day
AT4G19460	TRUE	day
AT4G19530	FALSE	day
AT4G19660	FALSE	none
AT4G19820	FALSE	none
AT4G19830	FALSE	day
AT4G19860	FALSE	day
AT4G19880	FALSE	none
AT4G19960	TRUE	day
AT4G19985	TRUE	day
AT4G20110	FALSE	day
AT4G20140	FALSE	night
AT4G20170	TRUE	none
AT4G20260	FALSE	night
AT4G20300	TRUE	day
AT4G20380	FALSE	none
AT4G20410	FALSE	none
AT4G20440	TRUE	day
AT4G20720;AT1G05090	FALSE	day
AT4G20840	TRUE	day
AT4G20880	TRUE	day
AT4G21060	TRUE	none
AT4G21210	TRUE	day
AT4G21350	FALSE	none
AT4G21400	FALSE	none
AT4G21410	FALSE	none
AT4G21440	TRUE	none
AT4G21450	FALSE	none
AT4G21510	FALSE	day
AT4G21560	FALSE	none
AT4G21760	TRUE	night
AT4G21810	FALSE	day
AT4G21870	TRUE	day
AT4G21910;AT4G21900	TRUE	day
AT4G21980	FALSE	day
AT4G21990	TRUE	day
AT4G22130	TRUE	none
AT4G22200	TRUE	none
AT4G22240;AT4G04020	TRUE	day
AT4G22340	TRUE	day
AT4G22360	FALSE	day
AT4G22540	FALSE	none
AT4G22560	TRUE	day
AT4G22740;AT4G22730	TRUE	day
AT4G22830	TRUE	day
AT4G22850	TRUE	day
AT4G22870;AT4G22880	TRUE	night
AT4G22910	TRUE	day
AT4G22980	TRUE	day
AT4G23060	FALSE	night
AT4G23140;AT4G23160	TRUE	day
AT4G23200	TRUE	day
AT4G23240	TRUE	day
AT4G23270	TRUE	day
AT4G23290	TRUE	day
AT4G23410	FALSE	day
AT4G23450	TRUE	none
AT4G23490	TRUE	day
AT4G23570	TRUE	none
AT4G23600	TRUE	day
AT4G23630	TRUE	none
AT4G23680	TRUE	none
AT4G23700	FALSE	none
AT4G23740	TRUE	day
AT4G23750	TRUE	day
AT4G23820	FALSE	none
AT4G23870	FALSE	day
AT4G23880	FALSE	none
AT4G23920	TRUE	day
AT4G23940	TRUE	none
AT4G23990	TRUE	day
AT4G24020	FALSE	none
AT4G24040	FALSE	day
AT4G24050	FALSE	day
AT4G24060	FALSE	none
AT4G24120	TRUE	day
AT4G24130	TRUE	none
AT4G24370;AT4G24340;AT4G24350	TRUE	day
AT4G24380	TRUE	day
AT4G24460	TRUE	day
AT4G24500	FALSE	none
AT4G24630	FALSE	none
AT4G24700	TRUE	day
AT4G24730	FALSE	none
AT4G24780	TRUE	day
AT4G24800	FALSE	day
AT4G24830	TRUE	none
AT4G24960	TRUE	day
AT4G24970	TRUE	day
AT4G25230	TRUE	day
AT4G25240	TRUE	none
AT4G25340	TRUE	day
AT4G25480	TRUE	day
AT4G25500	FALSE	none
AT4G25580	FALSE	day
AT4G25620	FALSE	none
AT4G25630	TRUE	none
AT4G25640	TRUE	day
AT4G25700	TRUE	day
AT4G25780	TRUE	day
AT4G25835	FALSE	night
AT4G25840	TRUE	day
AT4G25960	TRUE	day
AT4G25970	FALSE	none
AT4G25990	TRUE	day
AT4G26070	FALSE	none
AT4G26090;AT4G26100	FALSE	night
AT4G26120	FALSE	none
AT4G26130	TRUE	day
AT4G26150	TRUE	day
AT4G26160	FALSE	day
AT4G26260	FALSE	day
AT4G26290	FALSE	day
AT4G26400	FALSE	day
AT4G26520	TRUE	day
AT4G26530	TRUE	day
AT4G26550	FALSE	none
AT4G26555	FALSE	day
AT4G26600	TRUE	day
AT4G26620	FALSE	none
AT4G26780	TRUE	day
AT4G26790	TRUE	none
AT4G26850	TRUE	day
AT4G27010	TRUE	none
AT4G27030;AT4G27040	TRUE	day
AT4G27260	FALSE	day
AT4G27300	TRUE	day
AT4G27370	FALSE	day
AT4G27450	FALSE	none
AT4G27470	FALSE	none
AT4G27520	TRUE	day
AT4G27560;AT4G27570	TRUE	day
AT4G27585;AT5G54100	TRUE	day
AT4G27652	TRUE	day
AT4G27657	TRUE	day
AT4G27690	FALSE	day
AT4G27700	TRUE	day
AT4G27720	TRUE	day
AT4G27750	FALSE	none
AT4G27820	TRUE	day
AT4G27830	TRUE	day
AT4G27940	TRUE	none
AT4G28040	FALSE	day
AT4G28050	FALSE	none
AT4G28085	FALSE	none
AT4G28140	TRUE	day
AT4G28180	FALSE	night
AT4G28190	FALSE	none
AT4G28240;AT4G28220	FALSE	day
AT4G28250	TRUE	none
AT4G28260	FALSE	none
AT4G28270	FALSE	day
AT4G28290	TRUE	none
AT4G28480	TRUE	none
AT4G28600	TRUE	day
AT4G28660	TRUE	day
AT4G28703	FALSE	day
AT4G28740	TRUE	day
AT4G28780	TRUE	none
AT4G28830	FALSE	day
AT4G28860;AT4G28880	FALSE	none
AT4G29030	TRUE	day
AT4G29100	TRUE	day
AT4G29130	TRUE	day
AT4G29190	FALSE	none
AT4G29380	FALSE	none
AT4G29420	FALSE	day
AT4G29590	TRUE	day
AT4G29670	TRUE	day
AT4G29680	TRUE	none
AT4G29700	TRUE	none
AT4G29720	TRUE	day
AT4G29820	FALSE	none
AT4G29950	FALSE	day
AT4G29960	FALSE	none
AT4G30020	TRUE	day
AT4G30160	TRUE	day
AT4G30200	FALSE	none
AT4G30230	TRUE	none
AT4G30270	FALSE	none
AT4G30350	TRUE	day
AT4G30390	FALSE	none
AT4G30400	TRUE	day
AT4G30410	FALSE	day
AT4G30440	TRUE	day
AT4G30450	TRUE	none
AT4G30470	TRUE	day
AT4G30530	TRUE	none
AT4G30550	FALSE	day
AT4G30610	TRUE	day
AT4G30650	TRUE	day
AT4G30680	FALSE	day
AT4G30690	FALSE	none
AT4G30790	FALSE	none
AT4G30800	TRUE	none
AT4G30890	TRUE	day
AT4G31060	FALSE	none
AT4G31090	FALSE	none
AT4G31240	FALSE	none
AT4G31250	FALSE	none
AT4G31270	FALSE	day
AT4G31290	FALSE	none
AT4G31400	TRUE	day
AT4G31420	FALSE	day
AT4G31450	TRUE	day
AT4G31500	TRUE	day
AT4G31550	TRUE	day
AT4G31600	TRUE	day
AT4G31720	FALSE	none
AT4G31790	TRUE	none
AT4G31820	FALSE	day
AT4G31870	TRUE	none
AT4G31920	TRUE	day
AT4G31980	TRUE	day
AT4G32030	FALSE	none
AT4G32060	FALSE	none
AT4G32150	FALSE	none
AT4G32190	TRUE	day
AT4G32280	FALSE	day
AT4G32300	FALSE	none
AT4G32600	TRUE	day
AT4G32620	TRUE	none
AT4G32730	TRUE	none
AT4G32760	FALSE	none
AT4G32770	TRUE	none
AT4G32870	TRUE	night
AT4G32880	TRUE	day
AT4G32910	FALSE	none
AT4G32920	TRUE	day
AT4G32980	TRUE	day
AT4G33010	TRUE	day
AT4G33040	TRUE	day
AT4G33150	FALSE	day
AT4G33210	FALSE	none
AT4G33220	TRUE	day
AT4G33420	FALSE	none
AT4G33440	TRUE	day
AT4G33490	FALSE	day
AT4G33550	TRUE	none
AT4G33560	TRUE	day
AT4G33666;AT4G33670	FALSE	day
AT4G33700	TRUE	none
AT4G33910	FALSE	day
AT4G33940	FALSE	none
AT4G33960	FALSE	night
AT4G33980	FALSE	none
AT4G34000	TRUE	night
AT4G34020	FALSE	none
AT4G34030	FALSE	day
AT4G34040	TRUE	day
AT4G34050	TRUE	none
AT4G34138	FALSE	none
AT4G34150	TRUE	none
AT4G34190	TRUE	none
AT4G34230	TRUE	day
AT4G34240	TRUE	day
AT4G34250	FALSE	day
AT4G34290	TRUE	none
AT4G34370	FALSE	none
AT4G34430	TRUE	day
AT4G34500	FALSE	none
AT4G34590	TRUE	day
AT4G34610	TRUE	day
AT4G34630	TRUE	none
AT4G34650	TRUE	none
AT4G34710	TRUE	day
AT4G34740	TRUE	day
AT4G34750	FALSE	none
AT4G34770	FALSE	none
AT4G34950	TRUE	day
AT4G34970	FALSE	day
AT4G35020	FALSE	none
AT4G35230	FALSE	none
AT4G35290	TRUE	day
AT4G35300	TRUE	day
AT4G35320	TRUE	day
AT4G35440	FALSE	none
AT4G35470	FALSE	day
AT4G35480	TRUE	day
AT4G35600	FALSE	night
AT4G35720	FALSE	day
AT4G35750	FALSE	day
AT4G35770	FALSE	night
AT4G35780	FALSE	none
AT4G35790	FALSE	none
AT4G35850	FALSE	day
AT4G35890	TRUE	day
AT4G36010	TRUE	day
AT4G36040	FALSE	day
AT4G36050	FALSE	none
AT4G36140	TRUE	day
AT4G36220	TRUE	day
AT4G36250	TRUE	none
AT4G36360	TRUE	day
AT4G36410	FALSE	none
AT4G36530	TRUE	day
AT4G36540	FALSE	day
AT4G36640	TRUE	day
AT4G36660	TRUE	day
AT4G36670	FALSE	none
AT4G36710	TRUE	day
AT4G36730	FALSE	day
AT4G36790	FALSE	day
AT4G36860	FALSE	none
AT4G36920	TRUE	day
AT4G36940	TRUE	day
AT4G36990	TRUE	none
AT4G37000	TRUE	none
AT4G37150	TRUE	none
AT4G37180	FALSE	none
AT4G37220	FALSE	day
AT4G37250	FALSE	none
AT4G37260;AT4G37270	FALSE	none
AT4G37300	FALSE	none
AT4G37310	TRUE	none
AT4G37320	TRUE	none
AT4G37530;AT4G37520	FALSE	day
AT4G37550	FALSE	day
AT4G37590	FALSE	none
AT4G37610	FALSE	day
AT4G37630	TRUE	day
AT4G37650	TRUE	day
AT4G37660	TRUE	day
AT4G37680;AT4G38320	TRUE	day
AT4G37760	TRUE	none
AT4G37910	TRUE	day
AT4G37990	TRUE	none
AT4G38060	FALSE	day
AT4G38090	FALSE	none
AT4G38100	TRUE	none
AT4G38160	FALSE	none
AT4G38280;AT2G45250	FALSE	night
AT4G38290;AT2G40710;AT4G37680	TRUE	none
