Gene	induced	time 
AT1G78150	FALSE	none
AT1G78170	TRUE	day
AT1G78210	TRUE	day
AT1G78280	FALSE	none
AT1G78370	TRUE	none
AT1G78380	TRUE	none
AT1G78460	FALSE	none
AT1G78510	TRUE	day
AT1G78580	TRUE	none
AT1G78580;AT1G78570	TRUE	none
AT1G78600	TRUE	none
AT1G78610	TRUE	day
AT1G78680	TRUE	none
AT1G78700	FALSE	none
AT1G78890	FALSE	day
AT1G78895	FALSE	none
AT1G78970	FALSE	day
AT1G78995	TRUE	day
AT1G79110	TRUE	day
AT1G79140	TRUE	day
AT1G79150	TRUE	day
AT1G79270	TRUE	none
AT1G79360	FALSE	day
AT1G79410	TRUE	day
AT1G79440	FALSE	day
AT1G79470	TRUE	day
AT1G79510	TRUE	day
AT1G79520	TRUE	none
AT1G79550	TRUE	none
AT1G79590	FALSE	none
AT1G79600	TRUE	none
AT1G79670	FALSE	none
AT1G79700;AT1G79690	FALSE	none
AT1G79770	TRUE	day
AT1G79840	FALSE	day
AT1G80130	TRUE	none
AT1G80160	FALSE	day
AT1G80170	FALSE	day
AT1G80180	FALSE	none
AT1G80190	FALSE	none
AT1G80210;AT3G06820	FALSE	none
AT1G80270	TRUE	none
AT1G80380	FALSE	none
AT1G80420	FALSE	none
AT1G80440	FALSE	day
AT1G80450	TRUE	day
AT1G80520	TRUE	day
AT1G80530	TRUE	day
AT1G80570	FALSE	none
AT1G80630	FALSE	day
AT1G80760	TRUE	day
AT1G80810	FALSE	none
AT1G80870	TRUE	day
AT1G80920	FALSE	none
AT1G80960	FALSE	none
AT2G01070	FALSE	none
AT2G01100	FALSE	day
AT2G01260	TRUE	day
AT2G01290	TRUE	day
AT2G01420	FALSE	none
AT2G01590	TRUE	day
AT2G01630	TRUE	day
AT2G01680	TRUE	day
AT2G01830	TRUE	none
AT2G01850	FALSE	none
AT2G01860	FALSE	day
AT2G01890	TRUE	day
AT2G01930	FALSE	none
AT2G01940	FALSE	none
AT2G02020	TRUE	day
AT2G02080	FALSE	none
AT2G02100	FALSE	day
AT2G02160	FALSE	none
AT2G02370	FALSE	day
AT2G02480	TRUE	day
AT2G02710	FALSE	day
AT2G02850	TRUE	day
AT2G02860	TRUE	day
AT2G02950	FALSE	day
AT2G02990	TRUE	day
AT2G03270;AT2G03280	FALSE	none
AT2G03280	FALSE	none
AT2G03420	TRUE	day
AT2G03500	TRUE	day
AT2G03670	TRUE	day
AT2G03890	FALSE	none
AT2G04030	TRUE	none
AT2G04032	TRUE	none
AT2G04039	TRUE	day
AT2G04080;AT2G04066	TRUE	none
AT2G04350	TRUE	none
AT2G04550	FALSE	none
AT2G04690	FALSE	day
AT2G04790	TRUE	day
AT2G04850	TRUE	day
AT2G04890	FALSE	day
AT2G05060;AT2G05070;AT2G05100	TRUE	night
AT2G05540	FALSE	none
AT2G05810	TRUE	day
AT2G05920	TRUE	day
AT2G05940	TRUE	day
AT2G06850	FALSE	none
AT2G07180	FALSE	none
AT2G10940	TRUE	day
AT2G13290	TRUE	day
AT2G13820	TRUE	day
AT2G13840	FALSE	none
AT2G13970	FALSE	day
AT2G14260	FALSE	day
AT2G14460	TRUE	day
AT2G14660	TRUE	none
AT2G14750	TRUE	none
AT2G14900	FALSE	day
AT2G15020	TRUE	day
AT2G15050	TRUE	none
AT2G15080	FALSE	day
AT2G15090	FALSE	none
AT2G15230	FALSE	none
AT2G15290	TRUE	day
AT2G15310	TRUE	none
AT2G15320	TRUE	day
AT2G15570	FALSE	none
AT2G15620	TRUE	day
AT2G15630	FALSE	none
AT2G15680;AT2G15690	FALSE	none
AT2G15695	FALSE	day
AT2G15830	FALSE	none
AT2G15880	FALSE	day
AT2G15890	FALSE	none
AT2G15900	FALSE	none
AT2G15960	FALSE	none
AT2G15970	TRUE	none
AT2G16060	FALSE	none
AT2G16280	TRUE	day
AT2G16365	TRUE	none
AT2G16380	FALSE	none
AT2G16390	FALSE	none
AT2G16400	TRUE	day
AT2G16430	TRUE	day
AT2G16500	TRUE	none
AT2G16630	TRUE	day
AT2G16660	TRUE	none
AT2G16720	TRUE	none
AT2G16990	TRUE	day
AT2G17040	TRUE	day
AT2G17220	TRUE	day
AT2G17230	FALSE	none
AT2G17250	TRUE	none
AT2G17300	TRUE	day
AT2G17340	TRUE	none
AT2G17380	FALSE	none
AT2G17440	FALSE	none
AT2G17450	FALSE	none
AT2G17520	FALSE	day
AT2G17550	FALSE	none
AT2G17570	FALSE	none
AT2G17710	FALSE	none
AT2G17840	TRUE	day
AT2G17880	FALSE	day
AT2G17970	TRUE	day
AT2G17972	TRUE	day
AT2G17975	FALSE	none
AT2G18050	FALSE	none
AT2G18230	TRUE	none
AT2G18250	FALSE	none
AT2G18260	FALSE	day
AT2G18280	FALSE	none
AT2G18290	FALSE	none
AT2G18300	FALSE	day
AT2G18440	FALSE	none
AT2G18510	TRUE	none
AT2G18560;AT2G18570	FALSE	none
AT2G18670	FALSE	none
AT2G18680	TRUE	day
AT2G18700	FALSE	day
AT2G18790	TRUE	none
AT2G18900	TRUE	none
AT2G18940	TRUE	none
AT2G19310	TRUE	none
AT2G19350	FALSE	none
AT2G19385	TRUE	day
AT2G19440;AT1G64760	TRUE	day
AT2G19460	FALSE	day
AT2G19600	TRUE	day
AT2G19650	TRUE	day
AT2G19660	FALSE	none
AT2G19670	FALSE	day
AT2G19720	TRUE	day
AT2G19780	TRUE	day
AT2G19790	FALSE	day
AT2G19800	FALSE	none
AT2G19810	FALSE	day
AT2G20130;AT2G20120	FALSE	none
AT2G20210	FALSE	none
AT2G20340	TRUE	day
AT2G20370	TRUE	day
AT2G20480	TRUE	day
AT2G20560	TRUE	night
AT2G20570	TRUE	day
AT2G20610	TRUE	none
AT2G20670	FALSE	day
AT2G20880	TRUE	none
AT2G21090	TRUE	day
AT2G21130	TRUE	day
AT2G21160	TRUE	none
AT2G21210	TRUE	day
AT2G21240	FALSE	none
AT2G21320	TRUE	none
AT2G21330	TRUE	none
AT2G21560	TRUE	none
AT2G21820	FALSE	none
AT2G21860	TRUE	day
AT2G21950	FALSE	none
AT2G22190	TRUE	day
AT2G22240	TRUE	none
AT2G22300	FALSE	none
AT2G22330	TRUE	day
AT2G22390	FALSE	day
AT2G22490	TRUE	day
AT2G22650	FALSE	none
AT2G22660	FALSE	none
AT2G22690	FALSE	none
AT2G22860	FALSE	day
AT2G22870;AT2G22880	FALSE	none
AT2G22980	FALSE	none
AT2G23000;AT2G23010	TRUE	none
AT2G23030	FALSE	day
AT2G23070	FALSE	none
AT2G23120	TRUE	day
AT2G23130	TRUE	day
AT2G23180	TRUE	none
AT2G23320	FALSE	none
AT2G23340	TRUE	day
AT2G23420	TRUE	day
AT2G23450	FALSE	none
AT2G23460;AT2G23470	FALSE	none
AT2G23600;AT2G23590	TRUE	day
AT2G23670	TRUE	day
AT2G23840	TRUE	none
AT2G23910	TRUE	night
AT2G23950	TRUE	day
AT2G24050	TRUE	day
AT2G24100	FALSE	day
AT2G24150	TRUE	day
AT2G24230	TRUE	day
AT2G24240	FALSE	none
AT2G24290	FALSE	none
AT2G24490	TRUE	none
AT2G24540	TRUE	day
AT2G24550	FALSE	day
AT2G24570	TRUE	day
AT2G24580	TRUE	day
AT2G24640	TRUE	day
AT2G24790	FALSE	night
AT2G24830;AT2G24820	TRUE	day
AT2G25060	TRUE	none
AT2G25070	FALSE	none
AT2G25140	TRUE	none
AT2G25180	TRUE	day
AT2G25200	FALSE	day
AT2G25530	TRUE	none
AT2G25590	FALSE	none
AT2G25620	TRUE	day
AT2G25625	TRUE	none
AT2G25640	FALSE	day
AT2G25700;AT1G20140	TRUE	none
AT2G25735	FALSE	night
AT2G25800	FALSE	none
AT2G25900	FALSE	day
AT2G25990	TRUE	day
AT2G26070	FALSE	day
AT2G26080	TRUE	none
AT2G26110	FALSE	none
AT2G26170	TRUE	day
AT2G26250	TRUE	day
AT2G26280	TRUE	day
AT2G26430	FALSE	day
AT2G26530	FALSE	night
AT2G26560	FALSE	none
AT2G26600	TRUE	none
AT2G26690	TRUE	none
AT2G26710	FALSE	day
AT2G26730	TRUE	day
AT2G26760	TRUE	day
AT2G26900	TRUE	none
AT2G26980	FALSE	day
AT2G26990	FALSE	day
AT2G27050	FALSE	day
AT2G27360	TRUE	day
AT2G27420	TRUE	night
AT2G27490	FALSE	none
AT2G27580	TRUE	none
AT2G27820	TRUE	day
AT2G27830	FALSE	none
AT2G27840	TRUE	day
AT2G28110	FALSE	day
AT2G28120	FALSE	day
AT2G28200	FALSE	day
AT2G28320	TRUE	day
AT2G28400	FALSE	day
AT2G28510	TRUE	day
AT2G28550	TRUE	day
AT2G28605	TRUE	day
AT2G28630	FALSE	day
AT2G28760	TRUE	day
AT2G28880	TRUE	day
AT2G28890	TRUE	day
AT2G28900	TRUE	none
AT2G28930	FALSE	night
AT2G29020	FALSE	none
AT2G29290	FALSE	none
AT2G29320	TRUE	day
AT2G29360	TRUE	day
AT2G29400	FALSE	none
AT2G29450	TRUE	none
AT2G29490	TRUE	day
AT2G29570	FALSE	day
AT2G29650	TRUE	none
AT2G29690	TRUE	day
AT2G29970	TRUE	day
AT2G29980	TRUE	day
AT2G30010	FALSE	none
AT2G30160	FALSE	night
AT2G30250	FALSE	none
AT2G30260	FALSE	none
AT2G30390	TRUE	day
AT2G30460	TRUE	day
AT2G30490	TRUE	none
AT2G30580	FALSE	none
AT2G30590	FALSE	none
AT2G30890	TRUE	day
AT2G30930	FALSE	none
AT2G31070	TRUE	day
AT2G31090	FALSE	none
AT2G31160	TRUE	none
AT2G31270	TRUE	day
AT2G31380	TRUE	none
AT2G31730	FALSE	night
AT2G31790	TRUE	none
AT2G31800	FALSE	none
AT2G31810	FALSE	none
AT2G31940	TRUE	none
AT2G31945	FALSE	day
AT2G32090	FALSE	none
AT2G32100	FALSE	night
AT2G32150	FALSE	day
AT2G32180;AT2G32650	FALSE	day
AT2G32220	TRUE	day
AT2G32240	TRUE	day
AT2G32290	TRUE	day
AT2G32430	TRUE	day
AT2G32480	TRUE	day
AT2G32500	TRUE	none
AT2G32540;AT2G32530	TRUE	day
AT2G32640	TRUE	day
AT2G32710	FALSE	none
AT2G32950	TRUE	none
AT2G32970	FALSE	none
AT2G32990	TRUE	day
AT2G33180	TRUE	day
AT2G33250	TRUE	day
AT2G33255	TRUE	day
AT2G33310	FALSE	none
AT2G33330	TRUE	day
AT2G33360	TRUE	none
AT2G33380	TRUE	none
AT2G33530	TRUE	day
AT2G33580	TRUE	day
AT2G33810	FALSE	none
AT2G33820	FALSE	day
AT2G33830	FALSE	night
AT2G34050	TRUE	none
AT2G34070	TRUE	day
AT2G34357	TRUE	none
AT2G34460	TRUE	none
AT2G34490	TRUE	none
AT2G34600	FALSE	night
AT2G34620	FALSE	none
AT2G34650	TRUE	day
AT2G34660	TRUE	day
AT2G34770	FALSE	none
AT2G34810	TRUE	day
AT2G34840	TRUE	day
AT2G34920	TRUE	none
AT2G34930	TRUE	day
AT2G35170	FALSE	day
AT2G35290	TRUE	day
AT2G35320	FALSE	none
AT2G35470	FALSE	day
AT2G35480	TRUE	day
AT2G35620	TRUE	day
AT2G35650	TRUE	day
AT2G35660;AT2G29720	TRUE	day
AT2G35680	FALSE	none
AT2G35700	TRUE	day
AT2G35840	TRUE	none
AT2G35860	TRUE	day
AT2G35880	FALSE	night
AT2G35920	FALSE	none
AT2G35940	TRUE	day
AT2G35960	TRUE	day
AT2G36050	FALSE	none
AT2G36070	TRUE	day
AT2G36080	FALSE	none
AT2G36145	TRUE	none
AT2G36320	FALSE	none
AT2G36380	TRUE	day
AT2G36390	TRUE	none
AT2G36430	TRUE	day
AT2G36570	TRUE	none
AT2G36580;AT3G52990	TRUE	none
AT2G36590	TRUE	day
AT2G36630	TRUE	day
AT2G36670	FALSE	none
AT2G36800;AT2G36790	TRUE	day
AT2G36830	TRUE	none
AT2G36835	TRUE	day
AT2G36870	TRUE	day
AT2G36880	TRUE	day
AT2G36900	FALSE	day
AT2G36950	FALSE	none
AT2G36970	TRUE	day
AT2G37040	TRUE	none
AT2G37180;AT2G37170	TRUE	none
AT2G37190	FALSE	day
AT2G37220	TRUE	day
AT2G37240	TRUE	day
AT2G37250	TRUE	day
AT2G37330	FALSE	none
AT2G37380	TRUE	none
AT2G37390	TRUE	day
AT2G37460	TRUE	none
AT2G37480	FALSE	none
AT2G37550	FALSE	none
AT2G37570	TRUE	day
AT2G37580	TRUE	day
AT2G37585	TRUE	day
AT2G37680	FALSE	none
AT2G37710	TRUE	day
AT2G37890	TRUE	none
AT2G37950	FALSE	night
AT2G37970	TRUE	day
AT2G38000	FALSE	day
AT2G38010	TRUE	day
AT2G38120	FALSE	none
AT2G38280	TRUE	day
AT2G38290	FALSE	night
AT2G38310	TRUE	day
AT2G38360	TRUE	day
AT2G38370	FALSE	none
AT2G38400	FALSE	day
AT2G38410	FALSE	none
AT2G38480	TRUE	none
AT2G38540	TRUE	none
AT2G38610	TRUE	none
AT2G38640	TRUE	day
AT2G38670	TRUE	day
AT2G38730	TRUE	none
AT2G38740	TRUE	day
AT2G38750	TRUE	day
AT2G38760	TRUE	day
AT2G38790	FALSE	day
AT2G38810	FALSE	day
AT2G38820	FALSE	day
AT2G39050	TRUE	none
AT2G39220	TRUE	day
AT2G39250	TRUE	none
AT2G39400	FALSE	none
AT2G39560	TRUE	day
AT2G39570	FALSE	day
AT2G39650	TRUE	day
AT2G39705	FALSE	none
AT2G39710	TRUE	day
AT2G39725	FALSE	none
AT2G39890	TRUE	day
AT2G39920	FALSE	none
AT2G40000	FALSE	day
AT2G40080	TRUE	none
AT2G40100	TRUE	none
AT2G40110	FALSE	none
AT2G40230	TRUE	day
AT2G40316	FALSE	none
AT2G40400	TRUE	day
AT2G40410	FALSE	none
AT2G40420	FALSE	day
AT2G40475	TRUE	day
AT2G40610	FALSE	night
AT2G40640	FALSE	day
AT2G40670	FALSE	night
AT2G40750	FALSE	night
AT2G40840	TRUE	day
AT2G40890	TRUE	none
AT2G40900	TRUE	day
AT2G40940	FALSE	none
AT2G40970	FALSE	none
AT2G41070	FALSE	day
AT2G41090	TRUE	day
AT2G41100	FALSE	none
AT2G41120	TRUE	none
AT2G41140	TRUE	none
AT2G41230	FALSE	day
AT2G41250	FALSE	day
AT2G41280	FALSE	none
AT2G41290	TRUE	day
AT2G41310	TRUE	day
AT2G41330	TRUE	day
AT2G41370	TRUE	none
AT2G41380	TRUE	day
AT2G41410	TRUE	none
AT2G41430	FALSE	none
AT2G41500	FALSE	none
AT2G41560	FALSE	none
AT2G41640	FALSE	day
AT2G41710	FALSE	none
AT2G41820	TRUE	none
AT2G41870	TRUE	none
AT2G41890	TRUE	day
AT2G41900	TRUE	day
AT2G41940	TRUE	day
AT2G41950	TRUE	day
AT2G42030	FALSE	none
AT2G42040	FALSE	none
AT2G42160	FALSE	none
AT2G42200	TRUE	day
AT2G42280	FALSE	day
AT2G42320	FALSE	none
AT2G42400	FALSE	none
AT2G42530	TRUE	day
AT2G42540	TRUE	day
AT2G42580	FALSE	day
AT2G42620	FALSE	day
AT2G42760	TRUE	day
AT2G42770	TRUE	day
AT2G42870	FALSE	day
AT2G42880	FALSE	none
AT2G42890	FALSE	day
AT2G43010	FALSE	day
AT2G43020	TRUE	none
AT2G43100	TRUE	none
AT2G43130	TRUE	day
AT2G43240	TRUE	day
AT2G43330	FALSE	day
AT2G43400	FALSE	none
AT2G43430	FALSE	none
AT2G43500	TRUE	none
AT2G43530	TRUE	none
AT2G43550	TRUE	day
AT2G43710	TRUE	day
AT2G43760	FALSE	none
AT2G44080	FALSE	day
AT2G44130;AT2G44140	FALSE	day
AT2G44150	FALSE	none
AT2G44180	FALSE	none
AT2G44210	TRUE	day
AT2G44300	TRUE	day
AT2G44500	FALSE	none
AT2G44670	TRUE	day
AT2G44730	FALSE	day
AT2G44740	FALSE	none
AT2G44940	TRUE	day
AT2G44970	TRUE	none
AT2G45170	FALSE	day
AT2G45210	FALSE	none
AT2G45280	TRUE	day
AT2G45290	TRUE	none
AT2G45310	TRUE	day
AT2G45320	FALSE	none
AT2G45330;AT5G23600	FALSE	day
AT2G45340	TRUE	none
AT2G45350	TRUE	day
AT2G45440	TRUE	day
AT2G45470	TRUE	day
AT2G45490	FALSE	day
AT2G45600	FALSE	day
AT2G45620	FALSE	none
AT2G45680	TRUE	day
AT2G45690	TRUE	day
AT2G45710	TRUE	none
AT2G45820	FALSE	none
AT2G45900	TRUE	day
AT2G45980	FALSE	none
AT2G46030	FALSE	none
AT2G46150	TRUE	day
AT2G46170	TRUE	day
AT2G46220	FALSE	none
AT2G46260	FALSE	none
AT2G46270	TRUE	night
AT2G46330	FALSE	none
AT2G46340	TRUE	day
AT2G46370	TRUE	day
AT2G46380	TRUE	day
AT2G46400	TRUE	none
AT2G46420	TRUE	day
AT2G46430;AT2G46440	TRUE	day
AT2G46450	TRUE	day
AT2G46490	FALSE	none
AT2G46520	TRUE	day
AT2G46550	FALSE	none
AT2G46570	TRUE	day
AT2G46650	TRUE	none
AT2G46660	TRUE	day
AT2G46670;AT2G46790	TRUE	none
AT2G46680	TRUE	night
AT2G46690	TRUE	none
AT2G46710	FALSE	none
AT2G46735	TRUE	none
AT2G46820	TRUE	day
AT2G46830	TRUE	night
AT2G46900	FALSE	none
AT2G47010	TRUE	day
AT2G47160	TRUE	day
AT2G47180	TRUE	day
AT2G47190	TRUE	night
AT2G47270	FALSE	day
AT2G47420	FALSE	none
AT2G47490	TRUE	day
AT2G47590	TRUE	none
AT2G47630	TRUE	none
AT2G47700	FALSE	none
AT2G47800	TRUE	day
AT2G47850	TRUE	none
AT2G47890	TRUE	day
AT2G47930	FALSE	none
AT2G47990	TRUE	day
AT3G01040	TRUE	day
AT3G01060	TRUE	day
AT3G01120	TRUE	day
AT3G01140	TRUE	day
AT3G01210	TRUE	day
AT3G01290	FALSE	none
AT3G01300;AT5G15080	FALSE	none
AT3G01310	FALSE	night
AT3G01370	FALSE	day
AT3G01380	TRUE	day
AT3G01440	TRUE	day
AT3G01490	FALSE	none
AT3G01510	TRUE	none
AT3G01550	TRUE	day
AT3G01660	TRUE	day
AT3G01690	FALSE	none
AT3G01720	TRUE	day
AT3G01770	FALSE	none
AT3G01800	TRUE	day
AT3G01810	TRUE	none
AT3G01820	TRUE	day
AT3G01830	TRUE	night
AT3G01970	FALSE	day
AT3G01980	TRUE	day
AT3G02040	TRUE	night
AT3G02050	TRUE	none
AT3G02070	FALSE	none
AT3G02140	FALSE	day
AT3G02170	FALSE	none
AT3G02340	FALSE	day
AT3G02380	TRUE	none
AT3G02390	FALSE	none
AT3G02540	FALSE	none
AT3G02640	TRUE	day
AT3G02700	FALSE	none
AT3G02720	TRUE	none
AT3G02730	TRUE	day
AT3G02830	TRUE	day
AT3G02870	TRUE	day
AT3G02880	TRUE	day
AT3G02910	TRUE	day
AT3G03000	FALSE	night
AT3G03040	FALSE	none
AT3G03180	FALSE	none
AT3G03190	TRUE	none
AT3G03250	TRUE	day
AT3G03310	FALSE	day
AT3G03450	TRUE	day
AT3G03470	TRUE	none
AT3G03550	TRUE	day
AT3G03630	FALSE	none
AT3G03770	TRUE	day
AT3G03870	FALSE	day
AT3G03880	FALSE	none
AT3G04010	TRUE	none
AT3G04030	TRUE	none
AT3G04110	TRUE	day
AT3G04120	TRUE	day
AT3G04160	FALSE	day
AT3G04210	TRUE	day
AT3G04350	FALSE	none
AT3G04560	FALSE	none
AT3G04560;AT3G04550	TRUE	none
AT3G04590	TRUE	day
AT3G04670	FALSE	none
AT3G04710	TRUE	none
AT3G04730	FALSE	day
AT3G04760	TRUE	day
AT3G04770	TRUE	day
AT3G04790	TRUE	day
AT3G05010	FALSE	none
AT3G05030	TRUE	day
AT3G05040	TRUE	day
AT3G05050	TRUE	day
AT3G05060	TRUE	none
AT3G05180	TRUE	none
AT3G05200	FALSE	none
AT3G05220	TRUE	day
AT3G05250	FALSE	none
AT3G05290	FALSE	day
AT3G05320	TRUE	day
AT3G05370	TRUE	day
AT3G05490	TRUE	day
AT3G05500	TRUE	day
AT3G05640	TRUE	none
AT3G05650	TRUE	day
AT3G05660	TRUE	day
AT3G05690	TRUE	day
AT3G05800	TRUE	day
AT3G05900	FALSE	none
AT3G06035	TRUE	none
AT3G06070	FALSE	none
AT3G06080	FALSE	none
AT3G06140	FALSE	day
AT3G06150	FALSE	night
AT3G06160	FALSE	day
AT3G06210	FALSE	day
AT3G06380	FALSE	day
AT3G06420	FALSE	day
AT3G06440	FALSE	none
AT3G06510	TRUE	day
AT3G06680	TRUE	none
AT3G06850	FALSE	day
AT3G07010	FALSE	none
AT3G07050	TRUE	day
AT3G07090	TRUE	none
AT3G07200	FALSE	none
AT3G07220;AT3G07260	FALSE	none
AT3G07310	FALSE	day
AT3G07320	TRUE	day
AT3G07340	FALSE	day
AT3G07350	FALSE	day
AT3G07370	FALSE	none
AT3G07430	TRUE	day
AT3G07540	FALSE	none
AT3G07565	FALSE	none
AT3G07650	FALSE	day
AT3G07720	TRUE	none
AT3G07780	FALSE	day
AT3G07810	TRUE	day
AT3G07870	FALSE	none
AT3G07930	FALSE	none
AT3G08590	TRUE	none
AT3G08620	TRUE	day
AT3G08630	TRUE	none
AT3G08640	TRUE	none
AT3G08720	TRUE	none
AT3G08730	TRUE	none
AT3G08770	TRUE	day
AT3G08870	TRUE	day
AT3G08890	FALSE	none
AT3G09090;AT3G09085	FALSE	none
AT3G09350	TRUE	none
AT3G09440	TRUE	none
AT3G09480	TRUE	none
AT3G09540	TRUE	day
AT3G09650	TRUE	none
AT3G09770	FALSE	none
AT3G09780	FALSE	night
AT3G09880	FALSE	none
AT3G09900	FALSE	none
AT3G09920	TRUE	day
AT3G09970	TRUE	none
AT3G10020	FALSE	day
AT3G10030	FALSE	none
AT3G10050	TRUE	day
AT3G10060	TRUE	day
AT3G10080	TRUE	day
AT3G10120	FALSE	day
AT3G10250	FALSE	none
AT3G10340	TRUE	none
AT3G10370	TRUE	none
AT3G10420	TRUE	none
AT3G10525	TRUE	day
AT3G10530	TRUE	day
AT3G10640	FALSE	day
AT3G10740	FALSE	none
AT3G10770	FALSE	none
AT3G10840	TRUE	day
AT3G10910	TRUE	day
AT3G10940	TRUE	none
AT3G10985	FALSE	none
AT3G11090	TRUE	day
AT3G11100	FALSE	none
AT3G11170;AT5G05580	TRUE	day
AT3G11420	TRUE	day
AT3G11450	FALSE	night
AT3G11580	TRUE	day
AT3G11620	FALSE	none
AT3G11660	TRUE	day
AT3G11670	TRUE	day
AT3G11700	TRUE	day
AT3G11760	FALSE	none
AT3G11780	FALSE	none
AT3G11810;AT2G03330	FALSE	none
AT3G12080	FALSE	none
AT3G12140	FALSE	day
AT3G12150	FALSE	none
AT3G12320	TRUE	night
AT3G12400	FALSE	day
AT3G12530	FALSE	day
AT3G12580	TRUE	none
AT3G12600	FALSE	none
AT3G12685	TRUE	day
AT3G12710	FALSE	none
AT3G12750	TRUE	none
AT3G12830	FALSE	night
AT3G12860	TRUE	day
AT3G12920	TRUE	none
AT3G13062	FALSE	day
AT3G13110	TRUE	day
AT3G13200	FALSE	none
AT3G13270	FALSE	none
AT3G13380	TRUE	day
AT3G13430	FALSE	none
AT3G13450	FALSE	day
AT3G13470	TRUE	none
AT3G13520	TRUE	day
AT3G13560	TRUE	none
AT3G13580	FALSE	day
AT3G13620	TRUE	day
AT3G13650	TRUE	day
AT3G13690	FALSE	night
AT3G13700;AT3G13710	FALSE	day
AT3G13740	FALSE	day
AT3G13750	FALSE	day
AT3G13790	FALSE	none
AT3G13810	TRUE	none
AT3G13910	TRUE	none
AT3G13940	TRUE	day
AT3G13980	FALSE	none
AT3G14130;AT3G14150	FALSE	none
AT3G14180	FALSE	none
AT3G14200	TRUE	none
AT3G14210	TRUE	none
AT3G14230	FALSE	none
AT3G14270	TRUE	day
AT3G14280	TRUE	day
AT3G14350	TRUE	day
AT3G14400	TRUE	day
AT3G14560	FALSE	day
AT3G14570	TRUE	none
AT3G14620	TRUE	night
AT3G14650	TRUE	day
AT3G14690	TRUE	none
AT3G14720	TRUE	day
AT3G14750	FALSE	none
AT3G14850	TRUE	none
AT3G14940	TRUE	none
AT3G14980	FALSE	none
AT3G15020	TRUE	day
AT3G15030	TRUE	day
AT3G15070	FALSE	day
AT3G15090	TRUE	none
AT3G15095	TRUE	none
AT3G15210	TRUE	day
AT3G15290	FALSE	none
AT3G15300	TRUE	day
AT3G15310	TRUE	day
AT3G15350	TRUE	day
AT3G15440	FALSE	day
AT3G15450	FALSE	none
AT3G15460	TRUE	day
AT3G15500	FALSE	day
AT3G15620	FALSE	none
AT3G15630	FALSE	none
AT3G15680	TRUE	day
AT3G15760	FALSE	none
AT3G15770	FALSE	day
AT3G15780	FALSE	none
AT3G15810	TRUE	none
AT3G15880	TRUE	none
AT3G15990	TRUE	none
AT3G16050	TRUE	none
AT3G16120	FALSE	day
AT3G16175	TRUE	day
AT3G16250	TRUE	day
AT3G16350	TRUE	day
AT3G16370	TRUE	day
AT3G16460	FALSE	none
AT3G16490	FALSE	day
AT3G16560	TRUE	day
AT3G16620	FALSE	day
AT3G16720	FALSE	none
AT3G16770	FALSE	night
AT3G16810	TRUE	none
AT3G16857	FALSE	none
AT3G16860	TRUE	day
AT3G16870	TRUE	day
AT3G16910	TRUE	none
AT3G17090	FALSE	none
AT3G17100	FALSE	none
AT3G17120	TRUE	day
AT3G17130	TRUE	none
AT3G17330	TRUE	day
AT3G17380;AT3G17390	TRUE	day
AT3G17440	FALSE	none
AT3G17510	TRUE	day
AT3G17590	FALSE	none
AT3G17609	TRUE	day
AT3G17611	TRUE	day
AT3G17640	TRUE	day
AT3G17840	TRUE	day
AT3G17860	FALSE	none
AT3G17930	TRUE	day
AT3G18000	TRUE	day
AT3G18030	FALSE	none
AT3G18035	FALSE	none
AT3G18160	TRUE	day
AT3G18215	FALSE	none
AT3G18230	FALSE	none
AT3G18250	FALSE	none
AT3G18280	TRUE	day
AT3G18440	TRUE	day
AT3G18490	TRUE	day
AT3G18500	TRUE	day
AT3G18510	TRUE	day
AT3G18560	FALSE	none
AT3G18710	TRUE	day
AT3G18890	TRUE	day
AT3G18960;AT4G01580	FALSE	day
AT3G18980	FALSE	day
AT3G19190	FALSE	none
AT3G19270	TRUE	none
AT3G19290	FALSE	day
AT3G19360	TRUE	day
AT3G19370	TRUE	none
AT3G19380	TRUE	day
AT3G19390	FALSE	day
AT3G19440	TRUE	day
AT3G19450	TRUE	day
AT3G19480;AT3G19490	TRUE	day
AT3G19553	FALSE	none
AT3G19620	TRUE	none
AT3G19710	TRUE	none
AT3G19810	FALSE	day
AT3G19840	FALSE	day
AT3G19850	FALSE	day
AT3G19860	FALSE	day
AT3G19910	FALSE	none
AT3G19930	FALSE	none
AT3G19970	TRUE	day
AT3G19990	FALSE	day
AT3G20060	FALSE	none
AT3G20100	TRUE	day
AT3G20240	TRUE	day
AT3G20250	FALSE	day
AT3G20270	TRUE	day
AT3G20310	TRUE	day
AT3G20340	FALSE	day
AT3G20410	FALSE	day
AT3G20500	TRUE	none
AT3G20550	FALSE	day
AT3G20600;AT3G20590	TRUE	day
AT3G20670	FALSE	day
AT3G20770	FALSE	none
AT3G20810	FALSE	none
AT3G21190	TRUE	none
AT3G21240	TRUE	none
AT3G21260	FALSE	none
AT3G21350	FALSE	day
AT3G21390	TRUE	day
AT3G21540	TRUE	none
AT3G21560	TRUE	day
AT3G21670	TRUE	day
AT3G21700	TRUE	day
AT3G21750	TRUE	day
AT3G21760	TRUE	day
AT3G21870	FALSE	day
AT3G21890	TRUE	day
AT3G21950	TRUE	day
AT3G22231	TRUE	none
AT3G22370	TRUE	day
AT3G22430	FALSE	none
AT3G22530	TRUE	day
