GeneSymbol	cl	cl4	cl5	cl0	cl1	cl3	cl9	cl7	cl15	cl13
AT2G46130	0.0133144934425351	0.000217974522105717	0	0.00140567770701159	0	0.00326737463688206	0	0	0.0525691873598975	0.0196986406633525
AT2G46140	1.91085422285415	0.455223364873266	0.357321241941834	0.620890483922846	0.383388926874522	0.435635646571121	0.388490223374748	0.661969378976814	0	2.31959191583871
AT2G46150	0.437039111534367	0.0264362599853371	0	0.107547842523277	0	0.0594603002093017	0	0	0.0882810826080163	0
AT2G46160	0.230454467484056	0.502905366950798	0	0.0515733665543145	0	0	0	0	0	0
AT2G46170	0	0.0388583090703134	0	0.0745338189751521	0	0	0	0	0	0
AT2G46180	0.558188976327821	0.458977953416166	0.207839897888434	0.565689814298949	0.117913172551878	0.104541248531927	0	1.2471505815726	1.63398732831565	0
AT2G46190	0	0	0	0	0	0	0	0	0	0
AT2G46192	0.489398600775205	0.101961436756	0	0.148805738282558	0	0.640256539260077	0.254742879272577	0.231126471829099	0	1.02871025860888
AT2G46200	0.839354379076458	0.395034773457891	0.596745335049236	0.369580713533041	0.185708802077585	0.363067905444463	0	0	0.349043134939122	0.857264894547567
AT2G46210	0.298438440113643	0.0919954298148799	0	0.20922189514975	0.0746698253878443	0.134612257083924	0.553551255791091	0.33240806969322	0.368642394819358	0.152017741479235
AT2G46220	3.04359568686072	0.559767507888664	0.103435909620458	0.403809054906534	0.0723310985718273	0.19235921202122	0.362247316442602	1.87441495989751	3.67267333893076	0
AT2G46225	0.311179587611031	0.867855830567047	1.204269831364	0.516906416004771	0.746989600169135	0.952320545524083	2.39928702819244	0.299281320300712	1.46988049934929	0.881520001503869
AT2G46230	0.123585486263985	0.102394137090594	2.85126834546057	0.237243934884204	0.463253229125379	0.194244168806487	2.09137703943037	0	0	0.238684526344401
AT2G46240	0.613247994533696	0.267478055915251	0.382198752636816	0.488599995933971	0.315207265202043	0.255403010469461	0	0.327912705232165	0.0772499087912944	0
AT2G46250	0.593097223642329	1.22411237601114	1.19355642270625	0.935880992251873	0.110691435403256	0.198226852624289	2.23053929459179	1.47541730025011	0.222382193692061	3.53566490297227
AT2G46260	0.076263006304694	0.551868466270543	0.246055762883689	1.01754140350206	0.0623168199621374	0.125184178809929	1.32458986594493	0.722816202991265	0.204944497110547	1.67840449050211
AT2G46270	0.325010646714544	0	0	0	0.0273722812332797	0.127174605005525	0.140634551816761	1.32706909570478	1.47472421406822	0
AT2G46280	0.0919305609947694	0.0734775953614846	1.53119137681803	0.253035269133623	0	0.355616334224241	0	0	0	0.138403938346179
AT2G46290	0.126182430219553	0.151818381954536	0.304597671326221	0.203845963183597	0.177492273399963	0.672970550767358	0.155720084477234	0	0.460908978914481	0.708078410706934
AT2G46300	0.103305739016533	0.0602820946685727	0	0.0650624360334428	0	0.132554145570879	0.0587847240371347	0.10491082871115	0.0623252595701943	0.152243943260755
AT2G46308	0	0	0	0	0	0	0	0	0	0
AT2G46310	0	0	0	0.159723715886912	0	0.425778035924243	0	0	0.665286513133752	0.520536758651445
AT2G46320	0	0.108476657319549	0	0.203208054648526	0.86769574619626	0	0	0.557079018676834	0	0
AT2G46330	0.453086411239089	0	0.902181506249257	0	4.15672643989466	0.109447871080696	202.787586792636	1.41952694628502	80.4433659824056	0
AT2G46340	1.54786835834529	0.139909040833006	0.131614936965496	0.218874914317843	0.191245326591898	0	0	2.31997797901207	0	0
AT2G46360	0	0	0	0	0.00860581854351899	0	0	0	0	0
AT2G46370	1.38620450401487	0.13809144640013	0.129173336123057	0.167340144785245	0.270470998590528	0.691599370077051	0	1.00196054251576	0	0
AT2G46375	0.105719763848951	0.120268071655799	0	0	0	0.207273048999751	0	0	0	0.435464370086676
AT2G46380	0.119572575867228	0.0745460256754171	0.00610130156972757	0.0205363068670947	0	0	0	0	0	0.105134331428375
AT2G46390	23.5748315969666	0.200205627877031	6.10270013202069	4.30592125956975	4.73432179360028	0.322307406307809	2.13312753124309	0.133052668040106	0.857894004586731	2.81732494068926
AT2G46400	0.251636195851916	0	0	0	0	4.61414864692177	0	0.993013407538277	0	0
AT2G46410	0.200871361780481	0.186953767110008	0.548122202044747	0.326266460953496	0.267978443394878	0.29692411091417	0.298861516064572	0	0	0.286569417320232
AT2G46420	0.0968642411779766	0.168859237571693	0.932053985484723	0.273317053492358	0.322579401420689	0.269912349665188	0.740870800794847	0.396296662676338	0.761019733420551	0.38434946348305
AT2G46430	0.434012595868247	0.415184768723808	0.495038721016497	0.400868964104641	0	0.36269401171158	0	0.818086464939596	0	0
AT2G46440	0.611240792896227	0.42129650357088	0.959783880583836	0.506870248074625	0	0.740740386971805	0	1.06434812535093	0	0
AT2G46450	0.774847575565392	0.512681653262054	1.39644807792874	0.637750630748439	0	0.229127085253266	0.00211971921651575	1.15219469077797	0	0
AT2G46455	0	0	0	0	0	0.000876512132592012	0	0	0	0.0049316748430607
AT2G46460	0	0	0	0	0	0	0	0	0	0
AT2G46470	0.125197630182279	0.0717953059819815	0.184900655802469	0.173235264020482	0.345662840721705	0.299410762351461	0	0.827548271679776	0	0.454443426923464
AT2G46480	0.00706187378956645	0.000137563510715279	0.0309827223654671	0.0028474163624985	0.00150943694472068	0.0152883546710366	0.0360127572181622	0.0150305780262321	0.0125628248932901	0
AT2G46490	0.189494473374953	0	0.87487690540371	0	1.22288923108431	0.11903715407859	5.90070513179541	0.510708823041615	0.938393647823491	0
AT2G46493	0	0	0	0	0	0	0	0	0	0
AT2G46494	0.0327882788537394	0.00272361947477771	0	0.000252925283881905	0	0.0195324027574224	0	0	0	0.0243864946605452
AT2G46495	0	0	0	0	0	0	0	0	0	0
AT2G46500	0.499488529392289	0	2.68436860176017	0	1.60458938628386	0.20469621143183	16.7064690537435	0.235031886846086	0.470519367226393	0.573579787409947
AT2G46505	0.138008093695531	0.149718852888102	0.311487281770094	0.348831501304913	0.290350358232188	0.305661445667744	3.45211345485222	0.921738532427382	0.73710070148311	2.22974514159786
AT2G46510	0.174030037177481	0	0.221903807130809	0	0	0.109694001599264	2.76909384401202	0.346233019661164	1.14999146657834	0
AT2G46520	0.671928072846286	0.0661061247765601	0.457300316147606	0.0829997434280866	0	0.490447435393975	0	0	0	1.27408267322385
AT2G46530	0.872092571312775	0	0	0.0725005822946505	0.29031489628139	0.831060183504837	0	0	0.73883656709065	0.679234074035465
